"Step","desert-sweep-10 - train/eps_reward","desert-sweep-10 - train/eps_reward__MIN","desert-sweep-10 - train/eps_reward__MAX","azure-sweep-6 - train/eps_reward","azure-sweep-6 - train/eps_reward__MIN","azure-sweep-6 - train/eps_reward__MAX","dutiful-sweep-4 - train/eps_reward","dutiful-sweep-4 - train/eps_reward__MIN","dutiful-sweep-4 - train/eps_reward__MAX","resilient-sweep-2 - train/eps_reward","resilient-sweep-2 - train/eps_reward__MIN","resilient-sweep-2 - train/eps_reward__MAX"
"1998","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.685","0.685","0.685","0.4375","0.4375","0.4375"
"1999","0.865","0.865","0.865","0.865","0.865","0.865","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875"
"2000","0","0","0","0.6625","0.6625","0.6625","0","0","0","0.775","0.775","0.775"
"2001","0.7075","0.7075","0.7075","0","0","0","0.8425","0.8425","0.8425","0.5275","0.5275","0.5275"
"2002","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0","0.91","0.91","0.91"
"2003","0","0","0","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"2004","0.7075","0.7075","0.7075","0","0","0","0.7975","0.7975","0.7975","0.685","0.685","0.685"
"2005","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.7525","0.7525","0.7525"
"2006","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","0","0","0","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999","0","0","0"
"2008","0","0","0","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.8425","0.8425","0.8425"
"2010","0","0","0","0","0","0","0.5275","0.5275","0.5275","0.5725","0.5725","0.5725"
"2011","0.595","0.595","0.595","0","0","0","0.8425","0.8425","0.8425","0.7975","0.7975","0.7975"
"2012","0","0","0","0","0","0","0","0","0","0.16749999999999998","0.16749999999999998","0.16749999999999998"
"2013","0","0","0","0","0","0","0.8425","0.8425","0.8425","0.4375","0.4375","0.4375"
"2014","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.595","0.595","0.595"
"2015","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.7525","0.7525","0.7525"
"2016","0","0","0","0","0","0","0","0","0","0","0","0"
"2017","0","0","0","0","0","0","0.73","0.73","0.73","0","0","0"
"2018","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","0.82","0.82","0.82","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.595","0.595","0.595"
"2020","0","0","0","0","0","0","0","0","0","0.4375","0.4375","0.4375"
"2021","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"2022","0","0","0","0.685","0.685","0.685","0","0","0","0.685","0.685","0.685"
"2023","0","0","0","0.73","0.73","0.73","0","0","0","0.865","0.865","0.865"
"2024","0","0","0","0","0","0","0.37","0.37","0.37","0","0","0"
"2025","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0","0","0"
"2026","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0.4375","0.4375","0.4375","0.685","0.685","0.685"
"2027","0","0","0","0","0","0","0.235","0.235","0.235","0","0","0"
"2028","0.8425","0.8425","0.8425","0","0","0","0.685","0.685","0.685","0","0","0"
"2029","0","0","0","0.7075","0.7075","0.7075","0","0","0","0.8875","0.8875","0.8875"
"2030","0.55","0.55","0.55","0.7975","0.7975","0.7975","0","0","0","0.09999999999999998","0.09999999999999998","0.09999999999999998"
"2031","0","0","0","0.775","0.775","0.775","0","0","0","0.3025","0.3025","0.3025"
"2032","0","0","0","0.6625","0.6625","0.6625","0","0","0","0","0","0"
"2033","0","0","0","0","0","0","0","0","0","0","0","0"
"2034","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002"
"2035","0","0","0","0","0","0","0","0","0","0","0","0"
"2036","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.55","0.55","0.55","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.73","0.73","0.73"
"2037","0.775","0.775","0.775","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.7975","0.7975","0.7975","0","0","0"
"2038","0","0","0","0.8425","0.8425","0.8425","0","0","0","0.5725","0.5725","0.5725"
"2039","0","0","0","0.775","0.775","0.775","0","0","0","0.8875","0.8875","0.8875"
"2040","0","0","0","0","0","0","0.7525","0.7525","0.7525","0","0","0"
"2041","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.8875","0.8875","0.8875","0.865","0.865","0.865","0.91","0.91","0.91"
"2042","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0"
"2043","0","0","0","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.775","0.775","0.775","0","0","0"
"2044","0","0","0","0","0","0","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995"
"2045","0","0","0","0.7525","0.7525","0.7525","0","0","0","0.8425","0.8425","0.8425"
"2046","0.775","0.775","0.775","0","0","0","0.73","0.73","0.73","0","0","0"
"2047","0.82","0.82","0.82","0","0","0","0","0","0","0","0","0"
"2048","0","0","0","0","0","0","0","0","0","0","0","0"
"2049","0","0","0","0.775","0.775","0.775","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.865","0.865","0.865"
"2050","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"2051","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0","0","0","0","0","0"
"2052","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0","0","0","0","0","0"
"2053","0","0","0","0.775","0.775","0.775","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"2054","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0"
"2055","0.685","0.685","0.685","0","0","0","0","0","0","0","0","0"
"2056","0","0","0","0","0","0","0","0","0","0","0","0"
"2057","0","0","0","0.9325","0.9325","0.9325","0.7525","0.7525","0.7525","0.685","0.685","0.685"
"2058","0","0","0","0","0","0","0","0","0","0","0","0"
"2059","0.8425","0.8425","0.8425","0","0","0","0.37","0.37","0.37","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"2060","0.82","0.82","0.82","0.91","0.91","0.91","0.9325","0.9325","0.9325","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"2061","0.91","0.91","0.91","0.865","0.865","0.865","0.91","0.91","0.91","0.8425","0.8425","0.8425"
"2062","0","0","0","0","0","0","0.3025","0.3025","0.3025","0.32499999999999996","0.32499999999999996","0.32499999999999996"
"2063","0","0","0","0.37","0.37","0.37","0","0","0","0","0","0"
"2064","0.685","0.685","0.685","0","0","0","0.82","0.82","0.82","0","0","0"
"2065","0","0","0","0.09999999999999998","0.09999999999999998","0.09999999999999998","0","0","0","0","0","0"
"2066","0.235","0.235","0.235","0","0","0","0.7525","0.7525","0.7525","0.5275","0.5275","0.5275"
"2067","0","0","0","0","0","0","0.7975","0.7975","0.7975","0","0","0"
"2068","0.14500000000000002","0.14500000000000002","0.14500000000000002","0","0","0","0.5725","0.5725","0.5725","0","0","0"
"2069","0","0","0","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075","0","0","0"
"2070","0.865","0.865","0.865","0","0","0","0.685","0.685","0.685","0","0","0"
"2071","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995"
"2072","0.685","0.685","0.685","0","0","0","0.5275","0.5275","0.5275","0.14500000000000002","0.14500000000000002","0.14500000000000002"
"2073","0","0","0","0","0","0","0","0","0","0","0","0"
"2074","0","0","0","0.775","0.775","0.775","0","0","0","0.55","0.55","0.55"
"2075","0","0","0","0","0","0","0","0","0","0","0","0"
"2076","0","0","0","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0"
"2077","0.82","0.82","0.82","0","0","0","0.7525","0.7525","0.7525","0","0","0"
"2078","0","0","0","0.7525","0.7525","0.7525","0.73","0.73","0.73","0.595","0.595","0.595"
"2079","0.595","0.595","0.595","0","0","0","0","0","0","0","0","0"
"2080","0.775","0.775","0.775","0.37","0.37","0.37","0.7975","0.7975","0.7975","0","0","0"
"2081","0","0","0","0","0","0","0","0","0","0","0","0"
"2082","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0","0","0","0","0","0","0"
"2083","0","0","0","0.7075","0.7075","0.7075","0","0","0","0","0","0"
"2084","0.91","0.91","0.91","0.91","0.91","0.91","0.8875","0.8875","0.8875","0","0","0"
"2085","0.8875","0.8875","0.8875","0.8425","0.8425","0.8425","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325"
"2086","0.595","0.595","0.595","0","0","0","0.7075","0.7075","0.7075","0","0","0"
"2087","0","0","0","0.865","0.865","0.865","0","0","0","0.32499999999999996","0.32499999999999996","0.32499999999999996"
"2088","0.9325","0.9325","0.9325","0.7075","0.7075","0.7075","0.9325","0.9325","0.9325","0","0","0"
"2089","0","0","0","0.5275","0.5275","0.5275","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"2090","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0","0","0"
"2091","0","0","0","0","0","0","0.73","0.73","0.73","0.5725","0.5725","0.5725"
"2092","0.55","0.55","0.55","0","0","0","0.55","0.55","0.55","0","0","0"
"2093","0.4375","0.4375","0.4375","0","0","0","0.7975","0.7975","0.7975","0.775","0.775","0.775"
"2094","0.55","0.55","0.55","0","0","0","0.37","0.37","0.37","0","0","0"
"2095","0","0","0","0","0","0","0.685","0.685","0.685","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"2096","0.55","0.55","0.55","0.6625","0.6625","0.6625","0.4375","0.4375","0.4375","0.5275","0.5275","0.5275"
"2097","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.7525","0.7525","0.7525"
"2098","0.82","0.82","0.82","0.235","0.235","0.235","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0"
"2099","0.6625","0.6625","0.6625","0.3025","0.3025","0.3025","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.73","0.73","0.73"
"2100","0","0","0","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.7075","0.7075","0.7075"
"2101","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.73","0.73","0.73","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"2102","0.7975","0.7975","0.7975","0.82","0.82","0.82","0","0","0","0.865","0.865","0.865"
"2103","0","0","0","0","0","0","0.5725","0.5725","0.5725","0.235","0.235","0.235"
"2104","0","0","0","0.235","0.235","0.235","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"2105","0","0","0","0.865","0.865","0.865","0.8425","0.8425","0.8425","0.8875","0.8875","0.8875"
"2106","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0.5275","0.5275","0.5275","0","0","0"
"2107","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.865","0.865","0.865","0.7525","0.7525","0.7525"
"2108","0.5725","0.5725","0.5725","0","0","0","0.55","0.55","0.55","0.6625","0.6625","0.6625"
"2109","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0","0","0","0.7075","0.7075","0.7075"
"2110","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0"
"2111","0.7525","0.7525","0.7525","0","0","0","0.7525","0.7525","0.7525","0","0","0"
"2112","0.4375","0.4375","0.4375","0","0","0","0.8875","0.8875","0.8875","0","0","0"
"2113","0.4375","0.4375","0.4375","0","0","0","0.685","0.685","0.685","0.775","0.775","0.775"
"2114","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0","0","0","0","0","0","0"
"2115","0","0","0","0.8875","0.8875","0.8875","0","0","0","0.8875","0.8875","0.8875"
"2116","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.73","0.73","0.73"
"2117","0","0","0","0","0","0","0","0","0","0.73","0.73","0.73"
"2118","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.4375","0.4375","0.4375","0.32499999999999996","0.32499999999999996","0.32499999999999996"
"2119","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.7075","0.7075","0.7075","0.7975","0.7975","0.7975"
"2120","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0"
"2121","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0.7975","0.7975","0.7975"
"2122","0.4375","0.4375","0.4375","0.775","0.775","0.775","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.4375","0.4375","0.4375"
"2123","0.595","0.595","0.595","0","0","0","0.5725","0.5725","0.5725","0","0","0"
"2124","0.91","0.91","0.91","0","0","0","0","0","0","0","0","0"
"2125","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.4375","0.4375","0.4375","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"2126","0.8875","0.8875","0.8875","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91"
"2127","0","0","0","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0"
"2128","0.775","0.775","0.775","0","0","0","0.775","0.775","0.775","0","0","0"
"2129","0","0","0","0.7975","0.7975","0.7975","0","0","0","0.6625","0.6625","0.6625"
"2130","0","0","0","0","0","0","0.7075","0.7075","0.7075","0","0","0"
"2131","0.73","0.73","0.73","0.55","0.55","0.55","0.595","0.595","0.595","0.2799999999999999","0.2799999999999999","0.2799999999999999"
"2132","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"2133","0","0","0","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"2134","0","0","0","0.7975","0.7975","0.7975","0","0","0","0.865","0.865","0.865"
"2135","0.685","0.685","0.685","0.8425","0.8425","0.8425","0","0","0","0.865","0.865","0.865"
"2136","0.5275","0.5275","0.5275","0.4375","0.4375","0.4375","0.7075","0.7075","0.7075","0.21250000000000002","0.21250000000000002","0.21250000000000002"
"2137","0.82","0.82","0.82","0.7075","0.7075","0.7075","0.7525","0.7525","0.7525","0","0","0"
"2138","0","0","0","0","0","0","0","0","0","0","0","0"
"2139","0","0","0","0","0","0","0","0","0","0","0","0"
"2140","0.685","0.685","0.685","0","0","0","0","0","0","0","0","0"
"2141","0","0","0","0.7525","0.7525","0.7525","0","0","0","0","0","0"
"2142","0","0","0","0","0","0","0","0","0","0","0","0"
"2143","0.7075","0.7075","0.7075","0","0","0","0.6625","0.6625","0.6625","0","0","0"
"2144","0","0","0","0","0","0","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"2145","0.82","0.82","0.82","0","0","0","0.82","0.82","0.82","0.55","0.55","0.55"
"2146","0","0","0","0.16749999999999998","0.16749999999999998","0.16749999999999998","0","0","0","0","0","0"
"2147","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.55","0.55","0.55","0","0","0"
"2148","0.73","0.73","0.73","0.6625","0.6625","0.6625","0.8425","0.8425","0.8425","0","0","0"
"2149","0.6625","0.6625","0.6625","0","0","0","0.7975","0.7975","0.7975","0","0","0"
"2150","0","0","0","0.4375","0.4375","0.4375","0","0","0","0.685","0.685","0.685"
"2151","0.7075","0.7075","0.7075","0","0","0","0.7525","0.7525","0.7525","0","0","0"
"2152","0","0","0","0","0","0","0.7075","0.7075","0.7075","0","0","0"
"2153","0","0","0","0","0","0","0","0","0","0","0","0"
"2154","0","0","0","0.4375","0.4375","0.4375","0.685","0.685","0.685","0.595","0.595","0.595"
"2155","0.5275","0.5275","0.5275","0","0","0","0.5725","0.5725","0.5725","0","0","0"
"2156","0","0","0","0.5275","0.5275","0.5275","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"2157","0","0","0","0.7075","0.7075","0.7075","0","0","0","0.6625","0.6625","0.6625"
"2158","0","0","0","0","0","0","0","0","0","0","0","0"
"2159","0","0","0","0.7975","0.7975","0.7975","0","0","0","0.73","0.73","0.73"
"2160","0.865","0.865","0.865","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.8425","0.8425","0.8425","0","0","0"
"2161","0","0","0","0.73","0.73","0.73","0","0","0","0","0","0"
"2162","0.7075","0.7075","0.7075","0","0","0","0.685","0.685","0.685","0","0","0"
"2163","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.235","0.235","0.235"
"2164","0","0","0","0.775","0.775","0.775","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.8425","0.8425","0.8425"
"2165","0","0","0","0.865","0.865","0.865","0.595","0.595","0.595","0.7525","0.7525","0.7525"
"2166","0","0","0","0","0","0","0","0","0","0.7075","0.7075","0.7075"
"2167","0.7075","0.7075","0.7075","0","0","0","0","0","0","0","0","0"
"2168","0","0","0","0","0","0","0.5725","0.5725","0.5725","0","0","0"
"2169","0","0","0","0","0","0","0","0","0","0.7525","0.7525","0.7525"
"2170","0","0","0","0","0","0","0","0","0","0.32499999999999996","0.32499999999999996","0.32499999999999996"
"2171","0","0","0","0","0","0","0.8425","0.8425","0.8425","0","0","0"
"2172","0","0","0","0.8875","0.8875","0.8875","0","0","0","0.685","0.685","0.685"
"2173","0","0","0","0","0","0","0.7525","0.7525","0.7525","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"2174","0","0","0","0","0","0","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0"
"2175","0.8425","0.8425","0.8425","0","0","0","0.865","0.865","0.865","0.775","0.775","0.775"
"2176","0","0","0","0","0","0","0","0","0","0","0","0"
"2177","0","0","0","0","0","0","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.3025","0.3025","0.3025"
"2178","0.7525","0.7525","0.7525","0.73","0.73","0.73","0.73","0.73","0.73","0.7075","0.7075","0.7075"
"2179","0.685","0.685","0.685","0","0","0","0.73","0.73","0.73","0.6625","0.6625","0.6625"
"2180","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.7975","0.7975","0.7975"
"2181","0","0","0","0","0","0","0.595","0.595","0.595","0","0","0"
"2182","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"2183","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"2184","0.8425","0.8425","0.8425","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.16749999999999998","0.16749999999999998","0.16749999999999998"
"2185","0","0","0","0.7075","0.7075","0.7075","0.7975","0.7975","0.7975","0.7525","0.7525","0.7525"
"2186","0.235","0.235","0.235","0.7525","0.7525","0.7525","0.5725","0.5725","0.5725","0.775","0.775","0.775"
"2187","0","0","0","0","0","0","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"2188","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"2189","0.865","0.865","0.865","0.73","0.73","0.73","0.91","0.91","0.91","0.6625","0.6625","0.6625"
"2190","0","0","0","0","0","0","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002"
"2191","0.16749999999999998","0.16749999999999998","0.16749999999999998","0","0","0","0.7975","0.7975","0.7975","0.09999999999999998","0.09999999999999998","0.09999999999999998"
"2192","0","0","0","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0"
"2193","0","0","0","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0"
"2194","0.91","0.91","0.91","0.9325","0.9325","0.9325","0.91","0.91","0.91","0.91","0.91","0.91"
"2195","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0","0.685","0.685","0.685","0","0","0"
"2196","0","0","0","0","0","0","0","0","0","0","0","0"
"2197","0","0","0","0.55","0.55","0.55","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.865","0.865","0.865"
"2198","0.8425","0.8425","0.8425","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.775","0.775","0.775","0","0","0"
"2199","0.7525","0.7525","0.7525","0","0","0","0.5275","0.5275","0.5275","0","0","0"
"2200","0","0","0","0","0","0","0","0","0","0.5725","0.5725","0.5725"
"2201","0.5725","0.5725","0.5725","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0.6625","0.6625","0.6625"
"2202","0","0","0","0.7525","0.7525","0.7525","0","0","0","0.82","0.82","0.82"
"2203","0","0","0","0.685","0.685","0.685","0","0","0","0","0","0"
"2204","0.5275","0.5275","0.5275","0","0","0","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"2205","0","0","0","0","0","0","0","0","0","0.5725","0.5725","0.5725"
"2206","0","0","0","0","0","0","0.8425","0.8425","0.8425","0.7975","0.7975","0.7975"
"2207","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0","0.595","0.595","0.595","0","0","0"
"2208","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.4375","0.4375","0.4375","0","0","0","0.7975","0.7975","0.7975"
"2209","0","0","0","0","0","0","0","0","0","0","0","0"
"2210","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.55","0.55","0.55","0.595","0.595","0.595"
"2211","0.6625","0.6625","0.6625","0","0","0","0.8425","0.8425","0.8425","0.775","0.775","0.775"
"2212","0","0","0","0","0","0","0","0","0","0","0","0"
"2213","0","0","0","0","0","0","0","0","0","0.4375","0.4375","0.4375"
"2214","0","0","0","0","0","0","0.7975","0.7975","0.7975","0","0","0"
"2215","0","0","0","0.82","0.82","0.82","0","0","0","0.8875","0.8875","0.8875"
"2216","0","0","0","0.235","0.235","0.235","0","0","0","0.55","0.55","0.55"
"2217","0.6625","0.6625","0.6625","0","0","0","0.82","0.82","0.82","0.7525","0.7525","0.7525"
"2218","0.9325","0.9325","0.9325","0","0","0","0.9325","0.9325","0.9325","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"2219","0","0","0","0.7525","0.7525","0.7525","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"2220","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0.6625","0.6625","0.6625","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"2221","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.685","0.685","0.685"
"2222","0","0","0","0.82","0.82","0.82","0","0","0","0.8425","0.8425","0.8425"
"2223","0.595","0.595","0.595","0","0","0","0.595","0.595","0.595","0","0","0"
"2224","0.82","0.82","0.82","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"2225","0.595","0.595","0.595","0.7975","0.7975","0.7975","0.8425","0.8425","0.8425","0.7075","0.7075","0.7075"
"2226","0.14500000000000002","0.14500000000000002","0.14500000000000002","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0"
"2227","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.865","0.865","0.865","0.8425","0.8425","0.8425"
"2228","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0","0","0","0.595","0.595","0.595"
"2229","0.7075","0.7075","0.7075","0","0","0","0","0","0","0","0","0"
"2230","0.14500000000000002","0.14500000000000002","0.14500000000000002","0","0","0","0.5725","0.5725","0.5725","0","0","0"
"2231","0.8425","0.8425","0.8425","0","0","0","0.8875","0.8875","0.8875","0.16749999999999998","0.16749999999999998","0.16749999999999998"
"2232","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0"
"2233","0","0","0","0","0","0","0","0","0","0.775","0.775","0.775"
"2234","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0","0","0"
"2235","0","0","0","0","0","0","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"2236","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"2237","0.5275","0.5275","0.5275","0","0","0","0.5275","0.5275","0.5275","0","0","0"
"2238","0","0","0","0.82","0.82","0.82","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"2239","0","0","0","0","0","0","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999"
"2240","0.6625","0.6625","0.6625","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.55","0.55","0.55","0.2799999999999999","0.2799999999999999","0.2799999999999999"
"2241","0.595","0.595","0.595","0","0","0","0.6625","0.6625","0.6625","0","0","0"
"2242","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.7975","0.7975","0.7975"
"2243","0.3025","0.3025","0.3025","0.8425","0.8425","0.8425","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.8425","0.8425","0.8425"
"2244","0.7075","0.7075","0.7075","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0","0","0"
"2245","0","0","0","0","0","0","0","0","0","0","0","0"
"2246","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.55","0.55","0.55"
"2247","0","0","0","0","0","0","0.82","0.82","0.82","0.73","0.73","0.73"
"2248","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"2249","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.73","0.73","0.73","0","0","0","0.685","0.685","0.685"
"2250","0","0","0","0","0","0","0.865","0.865","0.865","0","0","0"
"2251","0.91","0.91","0.91","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.7075","0.7075","0.7075","0.685","0.685","0.685"
"2252","0","0","0","0","0","0","0","0","0","0","0","0"
"2253","0.6625","0.6625","0.6625","0.7975","0.7975","0.7975","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425"
"2254","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"2255","0.8875","0.8875","0.8875","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.865","0.865","0.865","0","0","0"
"2256","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0"
"2257","0.5725","0.5725","0.5725","0.7975","0.7975","0.7975","0.6625","0.6625","0.6625","0.8425","0.8425","0.8425"
"2258","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.12250000000000005","0.12250000000000005","0.12250000000000005"
"2259","0.5275","0.5275","0.5275","0","0","0","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"2261","0.7525","0.7525","0.7525","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002","0","0","0"
