"Step","olive-sweep-25 - train/eps_reward","olive-sweep-25 - train/eps_reward__MIN","olive-sweep-25 - train/eps_reward__MAX","fresh-sweep-6 - train/eps_reward","fresh-sweep-6 - train/eps_reward__MIN","fresh-sweep-6 - train/eps_reward__MAX","logical-sweep-3 - train/eps_reward","logical-sweep-3 - train/eps_reward__MIN","logical-sweep-3 - train/eps_reward__MAX","sleek-sweep-9 - train/eps_reward","sleek-sweep-9 - train/eps_reward__MIN","sleek-sweep-9 - train/eps_reward__MAX","winter-sweep-5 - train/eps_reward","winter-sweep-5 - train/eps_reward__MIN","winter-sweep-5 - train/eps_reward__MAX","true-sweep-13 - train/eps_reward","true-sweep-13 - train/eps_reward__MIN","true-sweep-13 - train/eps_reward__MAX","graceful-sweep-2 - train/eps_reward","graceful-sweep-2 - train/eps_reward__MIN","graceful-sweep-2 - train/eps_reward__MAX","restful-sweep-21 - train/eps_reward","restful-sweep-21 - train/eps_reward__MIN","restful-sweep-21 - train/eps_reward__MAX"
"3377","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.8425","0.8425","0.8425","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.7525","0.7525","0.7525","0","0","0","0.7525","0.7525","0.7525","0.775","0.775","0.775"
"3378","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.82","0.82","0.82","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.6625","0.6625","0.6625","0.8875","0.8875","0.8875","0.7075","0.7075","0.7075","0.73","0.73","0.73"
"3379","0.7075","0.7075","0.7075","0.775","0.775","0.775","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.37","0.37","0.37","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.7525","0.7525","0.7525","0","0","0"
"3380","0.8875","0.8875","0.8875","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0","0","0","0.82","0.82","0.82","0.91","0.91","0.91"
"3381","0","0","0","0.73","0.73","0.73","0.7075","0.7075","0.7075","0.5275","0.5275","0.5275","0.685","0.685","0.685","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.865","0.865","0.865","0.7525","0.7525","0.7525"
"3382","0.7525","0.7525","0.7525","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.55","0.55","0.55","0.7075","0.7075","0.7075","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.775","0.775","0.775","0.7525","0.7525","0.7525"
"3383","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0","0","0","0.7075","0.7075","0.7075","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"3384","0","0","0","0.5725","0.5725","0.5725","0.7075","0.7075","0.7075","0.4375","0.4375","0.4375","0.775","0.775","0.775","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"3385","0.55","0.55","0.55","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.6625","0.6625","0.6625","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.6625","0.6625","0.6625","0","0","0","0.7075","0.7075","0.7075","0","0","0"
"3386","0.55","0.55","0.55","0.7975","0.7975","0.7975","0","0","0","0.7525","0.7525","0.7525","0.7975","0.7975","0.7975","0.7525","0.7525","0.7525","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075"
"3387","0.55","0.55","0.55","0.73","0.73","0.73","0.775","0.775","0.775","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.7075","0.7075","0.7075","0.73","0.73","0.73"
"3388","0.73","0.73","0.73","0.775","0.775","0.775","0","0","0","0","0","0","0.73","0.73","0.73","0.5725","0.5725","0.5725","0.37","0.37","0.37","0.55","0.55","0.55"
"3389","0.7975","0.7975","0.7975","0.7525","0.7525","0.7525","0.7975","0.7975","0.7975","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.685","0.685","0.685","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.7525","0.7525","0.7525","0.73","0.73","0.73"
"3390","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.73","0.73","0.73","0","0","0","0.4375","0.4375","0.4375","0.73","0.73","0.73","0","0","0","0.7975","0.7975","0.7975","0.775","0.775","0.775"
"3391","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"3392","0.5275","0.5275","0.5275","0","0","0","0","0","0","0","0","0","0.73","0.73","0.73","0","0","0","0","0","0","0","0","0"
"3393","0.82","0.82","0.82","0.82","0.82","0.82","0.775","0.775","0.775","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.6625","0.6625","0.6625","0.595","0.595","0.595","0.7075","0.7075","0.7075","0.82","0.82","0.82"
"3394","0.7075","0.7075","0.7075","0","0","0","0","0","0","0.73","0.73","0.73","0.7975","0.7975","0.7975","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.5725","0.5725","0.5725","0.55","0.55","0.55"
"3395","0.7075","0.7075","0.7075","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.7075","0.7075","0.7075","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.7975","0.7975","0.7975","0","0","0","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975"
"3396","0.775","0.775","0.775","0.685","0.685","0.685","0.865","0.865","0.865","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.7975","0.7975","0.7975","0.685","0.685","0.685","0.8425","0.8425","0.8425","0.7975","0.7975","0.7975"
"3397","0","0","0","0","0","0","0","0","0","0.73","0.73","0.73","0.55","0.55","0.55","0.6625","0.6625","0.6625","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0"
"3398","0.5275","0.5275","0.5275","0.595","0.595","0.595","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.37","0.37","0.37","0.5275","0.5275","0.5275","0.235","0.235","0.235","0","0","0","0.7075","0.7075","0.7075"
"3399","0.8425","0.8425","0.8425","0.73","0.73","0.73","0.7525","0.7525","0.7525","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.685","0.685","0.685","0.5725","0.5725","0.5725","0.775","0.775","0.775","0.82","0.82","0.82"
"3400","0.7525","0.7525","0.7525","0.6625","0.6625","0.6625","0","0","0","0","0","0","0.6625","0.6625","0.6625","0","0","0","0","0","0","0.55","0.55","0.55"
"3401","0.7525","0.7525","0.7525","0.595","0.595","0.595","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0.595","0.595","0.595","0.685","0.685","0.685"
"3402","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.73","0.73","0.73","0.16749999999999998","0.16749999999999998","0.16749999999999998","0.6625","0.6625","0.6625","0.25750000000000006","0.25750000000000006","0.25750000000000006","0","0","0","0","0","0"
"3403","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.6625","0.6625","0.6625","0.73","0.73","0.73","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.595","0.595","0.595","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"3404","0.16749999999999998","0.16749999999999998","0.16749999999999998","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.7075","0.7075","0.7075","0.21250000000000002","0.21250000000000002","0.21250000000000002"
"3405","0","0","0","0.4375","0.4375","0.4375","0.7975","0.7975","0.7975","0.7075","0.7075","0.7075","0.7525","0.7525","0.7525","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.7975","0.7975","0.7975","0.595","0.595","0.595"
"3406","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.7075","0.7075","0.7075","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0.775","0.775","0.775","0.5725","0.5725","0.5725","0.775","0.775","0.775","0.685","0.685","0.685"
"3407","0","0","0","0.595","0.595","0.595","0.7075","0.7075","0.7075","0.37","0.37","0.37","0.7075","0.7075","0.7075","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0"
"3408","0","0","0","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0.685","0.685","0.685","0.775","0.775","0.775","0","0","0","0.775","0.775","0.775","0","0","0"
"3409","0","0","0","0.55","0.55","0.55","0.7525","0.7525","0.7525","0.82","0.82","0.82","0.8425","0.8425","0.8425","0.7075","0.7075","0.7075","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"3410","0.7525","0.7525","0.7525","0.775","0.775","0.775","0.775","0.775","0.775","0.73","0.73","0.73","0.7525","0.7525","0.7525","0.7525","0.7525","0.7525","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.7525","0.7525","0.7525"
"3411","0.5725","0.5725","0.5725","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0","0","0","0","0","0","0.5725","0.5725","0.5725","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"3412","0.8425","0.8425","0.8425","0","0","0","0.6625","0.6625","0.6625","0.82","0.82","0.82","0.82","0.82","0.82","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.8425","0.8425","0.8425","0.7525","0.7525","0.7525"
"3413","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.5725","0.5725","0.5725","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.73","0.73","0.73","0.775","0.775","0.775","0.775","0.775","0.775","0.73","0.73","0.73"
"3414","0.4375","0.4375","0.4375","0","0","0","0","0","0","0.865","0.865","0.865","0.865","0.865","0.865","0.775","0.775","0.775","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425"
"3415","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.8875","0.8875","0.8875"
"3416","0.4375","0.4375","0.4375","0","0","0","0.3025","0.3025","0.3025","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.73","0.73","0.73","0.6625","0.6625","0.6625"
"3417","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.775","0.775","0.775","0.8425","0.8425","0.8425","0.55","0.55","0.55","0.775","0.775","0.775","0","0","0","0.7975","0.7975","0.7975","0.8425","0.8425","0.8425"
"3418","0.73","0.73","0.73","0.7525","0.7525","0.7525","0.8425","0.8425","0.8425","0.55","0.55","0.55","0.82","0.82","0.82","0","0","0","0.595","0.595","0.595","0","0","0"
"3419","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.3025","0.3025","0.3025","0","0","0","0.16749999999999998","0.16749999999999998","0.16749999999999998","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.7525","0.7525","0.7525"
"3420","0.865","0.865","0.865","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.4375","0.4375","0.4375","0.7525","0.7525","0.7525","0.7075","0.7075","0.7075","0.775","0.775","0.775","0.865","0.865","0.865"
"3421","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.7975","0.7975","0.7975","0.6625","0.6625","0.6625","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.685","0.685","0.685","0.4375","0.4375","0.4375","0.4375","0.4375","0.4375","0.7975","0.7975","0.7975"
"3422","0","0","0","0.685","0.685","0.685","0.7075","0.7075","0.7075","0.82","0.82","0.82","0.7975","0.7975","0.7975","0.7525","0.7525","0.7525","0.685","0.685","0.685","0","0","0"
"3423","0.7075","0.7075","0.7075","0.775","0.775","0.775","0.685","0.685","0.685","0.73","0.73","0.73","0.7075","0.7075","0.7075","0.5275","0.5275","0.5275","0.73","0.73","0.73","0.7975","0.7975","0.7975"
"3424","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0","0","0","0","0.82","0.82","0.82","0","0","0","0.82","0.82","0.82","0","0","0"
"3425","0.37","0.37","0.37","0.6625","0.6625","0.6625","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.685","0.685","0.685","0","0","0"
"3426","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.8425","0.8425","0.8425","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.7975","0.7975","0.7975","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.73","0.73","0.73","0.8425","0.8425","0.8425"
"3427","0.7975","0.7975","0.7975","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.775","0.775","0.775","0","0","0","0","0","0","0","0","0"
"3428","0","0","0","0.7075","0.7075","0.7075","0","0","0","0.73","0.73","0.73","0.8425","0.8425","0.8425","0.7075","0.7075","0.7075","0.8425","0.8425","0.8425","0","0","0"
"3429","0.7075","0.7075","0.7075","0.595","0.595","0.595","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.685","0.685","0.685","0","0","0","0.73","0.73","0.73","0.12250000000000005","0.12250000000000005","0.12250000000000005"
"3430","0","0","0","0.5725","0.5725","0.5725","0","0","0","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.6625","0.6625","0.6625","0","0","0"
"3431","0","0","0","0.3025","0.3025","0.3025","0.7525","0.7525","0.7525","0.82","0.82","0.82","0.7975","0.7975","0.7975","0.73","0.73","0.73","0.82","0.82","0.82","0","0","0"
"3432","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.235","0.235","0.235","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.7975","0.7975","0.7975","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.7525","0.7525","0.7525","0.5725","0.5725","0.5725"
"3433","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.6625","0.6625","0.6625","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075","0.73","0.73","0.73","0.775","0.775","0.775","0.775","0.775","0.775"
"3434","0.73","0.73","0.73","0","0","0","0","0","0","0","0","0","0.775","0.775","0.775","0","0","0","0.7525","0.7525","0.7525","0.235","0.235","0.235"
"3435","0.8425","0.8425","0.8425","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.73","0.73","0.73","0.4375","0.4375","0.4375","0.73","0.73","0.73","0.55","0.55","0.55","0.775","0.775","0.775","0.685","0.685","0.685"
"3436","0.235","0.235","0.235","0.7525","0.7525","0.7525","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.7525","0.7525","0.7525","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.7525","0.7525","0.7525","0.8425","0.8425","0.8425"
"3437","0.685","0.685","0.685","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.37","0.37","0.37","0.4375","0.4375","0.4375","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0.7975","0.7975","0.7975","0.8425","0.8425","0.8425"
"3438","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.3025","0.3025","0.3025","0.5725","0.5725","0.5725","0.595","0.595","0.595","0.55","0.55","0.55","0","0","0","0.5275","0.5275","0.5275","0.37","0.37","0.37"
"3439","0.7525","0.7525","0.7525","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.685","0.685","0.685","0.6625","0.6625","0.6625","0.7525","0.7525","0.7525","0.775","0.775","0.775","0.865","0.865","0.865","0","0","0"
"3440","0.775","0.775","0.775","0.8875","0.8875","0.8875","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.6625","0.6625","0.6625","0.7975","0.7975","0.7975","0","0","0","0.82","0.82","0.82","0.8875","0.8875","0.8875"
"3441","0.775","0.775","0.775","0.4375","0.4375","0.4375","0.6625","0.6625","0.6625","0.73","0.73","0.73","0.73","0.73","0.73","0.5275","0.5275","0.5275","0.82","0.82","0.82","0.37","0.37","0.37"
"3442","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.8875","0.8875","0.8875","0.91","0.91","0.91","0.91","0.91","0.91"
"3443","0","0","0","0.865","0.865","0.865","0.8425","0.8425","0.8425","0.775","0.775","0.775","0.865","0.865","0.865","0.7975","0.7975","0.7975","0.865","0.865","0.865","0.37","0.37","0.37"
"3444","0.8875","0.8875","0.8875","0.7975","0.7975","0.7975","0.37","0.37","0.37","0","0","0","0.7975","0.7975","0.7975","0.865","0.865","0.865","0.7075","0.7075","0.7075","0.775","0.775","0.775"
"3445","0.82","0.82","0.82","0.7525","0.7525","0.7525","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.73","0.73","0.73","0.55","0.55","0.55","0.595","0.595","0.595","0.7525","0.7525","0.7525"
"3446","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.37","0.37","0.37","0","0","0","0","0","0","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"3447","0.6625","0.6625","0.6625","0.5725","0.5725","0.5725","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.5275","0.5275","0.5275","0.7075","0.7075","0.7075","0","0","0","0.7075","0.7075","0.7075","0","0","0"
"3448","0.5725","0.5725","0.5725","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.775","0.775","0.775","0.6625","0.6625","0.6625","0.8875","0.8875","0.8875","0","0","0","0.8875","0.8875","0.8875","0.7075","0.7075","0.7075"
"3449","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.6625","0.6625","0.6625","0.7075","0.7075","0.7075","0","0","0","0.73","0.73","0.73","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.7075","0.7075","0.7075","0","0","0"
"3450","0","0","0","0.5275","0.5275","0.5275","0.73","0.73","0.73","0","0","0","0.82","0.82","0.82","0","0","0","0.7975","0.7975","0.7975","0.6625","0.6625","0.6625"
"3451","0.55","0.55","0.55","0.865","0.865","0.865","0.7525","0.7525","0.7525","0","0","0","0.865","0.865","0.865","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.865","0.865","0.865","0.775","0.775","0.775"
"3452","0.685","0.685","0.685","0.5275","0.5275","0.5275","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0.37","0.37","0.37","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.595","0.595","0.595","0.55","0.55","0.55"
"3453","0.6625","0.6625","0.6625","0.7075","0.7075","0.7075","0.865","0.865","0.865","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.73","0.73","0.73","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.82","0.82","0.82","0.865","0.865","0.865"
"3454","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.775","0.775","0.775","0","0","0","0.16749999999999998","0.16749999999999998","0.16749999999999998","0.5275","0.5275","0.5275","0.73","0.73","0.73","0.7075","0.7075","0.7075","0.7975","0.7975","0.7975"
"3455","0.775","0.775","0.775","0.775","0.775","0.775","0.775","0.775","0.775","0.595","0.595","0.595","0.775","0.775","0.775","0","0","0","0.7525","0.7525","0.7525","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"3456","0.5275","0.5275","0.5275","0.8875","0.8875","0.8875","0.91","0.91","0.91","0.8875","0.8875","0.8875","0.7975","0.7975","0.7975","0.865","0.865","0.865","0.91","0.91","0.91","0.91","0.91","0.91"
"3457","0.4375","0.4375","0.4375","0.7525","0.7525","0.7525","0.7525","0.7525","0.7525","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.3025","0.3025","0.3025","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.7525","0.7525","0.7525","0.7975","0.7975","0.7975"
"3458","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.7975","0.7975","0.7975","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.7075","0.7075","0.7075","0.8425","0.8425","0.8425","0.5725","0.5725","0.5725","0.8425","0.8425","0.8425","0.7525","0.7525","0.7525"
"3459","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.7075","0.7075","0.7075","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.55","0.55","0.55","0","0","0","0","0","0","0.7075","0.7075","0.7075"
"3460","0.775","0.775","0.775","0.7975","0.7975","0.7975","0","0","0","0.55","0.55","0.55","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.3025","0.3025","0.3025","0","0","0","0","0","0"
"3461","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.5275","0.5275","0.5275","0.5725","0.5725","0.5725","0","0","0","0","0","0","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0","0","0"
"3462","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.5275","0.5275","0.5275","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.7525","0.7525","0.7525","0","0","0","0","0","0","0.09999999999999998","0.09999999999999998","0.09999999999999998"
"3463","0.8425","0.8425","0.8425","0.55","0.55","0.55","0.82","0.82","0.82","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.7075","0.7075","0.7075","0.775","0.775","0.775","0.55","0.55","0.55","0.8425","0.8425","0.8425"
"3464","0.7975","0.7975","0.7975","0.7075","0.7075","0.7075","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.7525","0.7525","0.7525","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.7525","0.7525","0.7525","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"3465","0.5725","0.5725","0.5725","0.5275","0.5275","0.5275","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.775","0.775","0.775","0.685","0.685","0.685","0.82","0.82","0.82","0.37","0.37","0.37"
"3466","0.7075","0.7075","0.7075","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975","0.775","0.775","0.775","0.7975","0.7975","0.7975","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.5725","0.5725","0.5725","0.82","0.82","0.82"
"3467","0.865","0.865","0.865","0.8425","0.8425","0.8425","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6625","0.6625","0.6625","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.3025","0.3025","0.3025","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.8425","0.8425","0.8425"
"3468","0","0","0","0.5275","0.5275","0.5275","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.865","0.865","0.865","0","0","0","0.865","0.865","0.865","0.3025","0.3025","0.3025"
"3469","0.685","0.685","0.685","0.775","0.775","0.775","0.685","0.685","0.685","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.73","0.73","0.73","0.7075","0.7075","0.7075","0.73","0.73","0.73","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"3470","0.55","0.55","0.55","0","0","0","0.865","0.865","0.865","0.73","0.73","0.73","0.865","0.865","0.865","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.865","0.865","0.865","0.37","0.37","0.37"
"3471","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.7525","0.7525","0.7525","0.7075","0.7075","0.7075","0.7525","0.7525","0.7525","0.7525","0.7525","0.7525","0.235","0.235","0.235","0.82","0.82","0.82","0.775","0.775","0.775"
"3472","0.82","0.82","0.82","0.73","0.73","0.73","0.5275","0.5275","0.5275","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.8425","0.8425","0.8425","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.82","0.82","0.82","0.5275","0.5275","0.5275"
"3473","0.8875","0.8875","0.8875","0.865","0.865","0.865","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.82","0.82","0.82","0.865","0.865","0.865","0.8875","0.8875","0.8875"
"3474","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.73","0.73","0.73","0.865","0.865","0.865","0.8875","0.8875","0.8875"
"3475","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.235","0.235","0.235","0.7075","0.7075","0.7075","0.685","0.685","0.685","0.5725","0.5725","0.5725","0.7525","0.7525","0.7525","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"3476","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0.7525","0.7525","0.7525","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.775","0.775","0.775","0.73","0.73","0.73","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"3477","0.8425","0.8425","0.8425","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.7525","0.7525","0.7525","0.37","0.37","0.37","0.7975","0.7975","0.7975","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.685","0.685","0.685","0.775","0.775","0.775"
"3478","0.37","0.37","0.37","0.7525","0.7525","0.7525","0.73","0.73","0.73","0.595","0.595","0.595","0.82","0.82","0.82","0","0","0","0.775","0.775","0.775","0.7525","0.7525","0.7525"
"3479","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975","0.55","0.55","0.55","0.37","0.37","0.37","0.82","0.82","0.82","0.4375","0.4375","0.4375","0.8425","0.8425","0.8425","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"3480","0.7525","0.7525","0.7525","0.775","0.775","0.775","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975","0","0","0","0.7075","0.7075","0.7075","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"3481","0.775","0.775","0.775","0.8425","0.8425","0.8425","0.5725","0.5725","0.5725","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.865","0.865","0.865","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.865","0.865","0.865","0.865","0.865","0.865"
"3482","0.55","0.55","0.55","0.5725","0.5725","0.5725","0.4375","0.4375","0.4375","0","0","0","0.73","0.73","0.73","0","0","0","0.7525","0.7525","0.7525","0","0","0"
"3483","0.82","0.82","0.82","0.7975","0.7975","0.7975","0.55","0.55","0.55","0.7975","0.7975","0.7975","0.7075","0.7075","0.7075","0.685","0.685","0.685","0.55","0.55","0.55","0.7975","0.7975","0.7975"
"3484","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.55","0.55","0.55","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.7075","0.7075","0.7075","0.685","0.685","0.685","0.55","0.55","0.55","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999"
