"Step","olive-sweep-25 - train/eps_reward","olive-sweep-25 - train/eps_reward__MIN","olive-sweep-25 - train/eps_reward__MAX","fresh-sweep-6 - train/eps_reward","fresh-sweep-6 - train/eps_reward__MIN","fresh-sweep-6 - train/eps_reward__MAX","logical-sweep-3 - train/eps_reward","logical-sweep-3 - train/eps_reward__MIN","logical-sweep-3 - train/eps_reward__MAX","sleek-sweep-9 - train/eps_reward","sleek-sweep-9 - train/eps_reward__MIN","sleek-sweep-9 - train/eps_reward__MAX","winter-sweep-5 - train/eps_reward","winter-sweep-5 - train/eps_reward__MIN","winter-sweep-5 - train/eps_reward__MAX","true-sweep-13 - train/eps_reward","true-sweep-13 - train/eps_reward__MIN","true-sweep-13 - train/eps_reward__MAX","graceful-sweep-2 - train/eps_reward","graceful-sweep-2 - train/eps_reward__MIN","graceful-sweep-2 - train/eps_reward__MAX","restful-sweep-21 - train/eps_reward","restful-sweep-21 - train/eps_reward__MIN","restful-sweep-21 - train/eps_reward__MAX"
"1466","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.7525","0.7525","0.7525","0","0","0","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0"
"1467","0.5725","0.5725","0.5725","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0","0","0","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1468","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.55","0.55","0.55","0","0","0","0","0","0"
"1469","0.865","0.865","0.865","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.3025","0.3025","0.3025","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1470","0.6625","0.6625","0.6625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1471","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.8875","0.8875","0.8875","0.9325","0.9325","0.9325","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875"
"1472","0","0","0","0","0","0","0","0","0","0.7525","0.7525","0.7525","0","0","0","0","0","0","0.5725","0.5725","0.5725","0","0","0"
"1473","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0","0","0","0.7075","0.7075","0.7075","0.685","0.685","0.685","0","0","0","0.775","0.775","0.775","0","0","0"
"1474","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1477","0","0","0","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0","0","0","0","0","0","0","0","0"
"1478","0.865","0.865","0.865","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0","0","0","0.82","0.82","0.82","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.55","0.55","0.55"
"1479","0","0","0","0","0","0","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.4375","0.4375","0.4375","0","0","0","0","0","0","0","0","0"
"1480","0","0","0","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1481","0","0","0","0","0","0","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0","0","0","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995"
"1482","0.8875","0.8875","0.8875","0","0","0","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.82","0.82","0.82","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"1483","0.5275","0.5275","0.5275","0","0","0","0.7075","0.7075","0.7075","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1484","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0","0","0","0","0","0","0","0","0","0.73","0.73","0.73","0","0","0","0","0","0"
"1485","0.55","0.55","0.55","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0","0.3025","0.3025","0.3025","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"1486","0","0","0","0","0","0","0.685","0.685","0.685","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.73","0.73","0.73","0.7975","0.7975","0.7975","0","0","0","0.82","0.82","0.82"
"1487","0.4375","0.4375","0.4375","0.3025","0.3025","0.3025","0","0","0","0.73","0.73","0.73","0","0","0","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0"
"1488","0.09999999999999998","0.09999999999999998","0.09999999999999998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.685","0.685","0.685"
"1489","0.5275","0.5275","0.5275","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0","0","0","0","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.82","0.82","0.82"
"1490","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.5725","0.5725","0.5725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1491","0","0","0","0.685","0.685","0.685","0","0","0","0.8425","0.8425","0.8425","0.7525","0.7525","0.7525","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0"
"1492","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0","0.6625","0.6625","0.6625","0.37","0.37","0.37","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.595","0.595","0.595","0","0","0"
"1493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7975","0.7975","0.7975"
"1494","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0.235","0.235","0.235","0","0","0","0","0","0","0.5725","0.5725","0.5725"
"1495","0","0","0","0.235","0.235","0.235","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999"
"1496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0"
"1497","0","0","0","0","0","0","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0.7075","0.7075","0.7075","0","0","0"
"1498","0","0","0","0.3025","0.3025","0.3025","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.3025","0.3025","0.3025","0","0","0","0","0","0","0","0","0"
"1499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0"
"1500","0","0","0","0","0","0","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002","0","0","0","0","0","0","0","0","0","0","0","0"
"1501","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0","0","0","0","0","0","0","0.685","0.685","0.685","0.37","0.37","0.37","0","0","0","0","0","0"
"1502","0.8875","0.8875","0.8875","0.91","0.91","0.91","0.82","0.82","0.82","0","0","0","0.8425","0.8425","0.8425","0","0","0","0.91","0.91","0.91","0.91","0.91","0.91"
"1503","0","0","0","0","0","0","0","0","0","0.37","0.37","0.37","0","0","0","0","0","0","0.55","0.55","0.55","0.8425","0.8425","0.8425"
"1504","0","0","0","0.8875","0.8875","0.8875","0.3025","0.3025","0.3025","0.775","0.775","0.775","0","0","0","0.4375","0.4375","0.4375","0.865","0.865","0.865","0.865","0.865","0.865"
"1505","0","0","0","0","0","0","0","0","0","0.7975","0.7975","0.7975","0.865","0.865","0.865","0","0","0","0.7525","0.7525","0.7525","0.7075","0.7075","0.7075"
"1506","0","0","0","0","0","0","0","0","0","0.235","0.235","0.235","0","0","0","0","0","0","0","0","0","0","0","0"
"1507","0.6625","0.6625","0.6625","0","0","0","0.4375","0.4375","0.4375","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0.7525","0.7525","0.7525","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.8425","0.8425","0.8425"
"1508","0.235","0.235","0.235","0","0","0","0.685","0.685","0.685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1509","0","0","0","0.7975","0.7975","0.7975","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.6625","0.6625","0.6625","0.82","0.82","0.82","0.7525","0.7525","0.7525","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"1510","0","0","0","0","0","0","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.16749999999999998","0.16749999999999998","0.16749999999999998","0","0","0","0.235","0.235","0.235","0","0","0"
"1511","0.91","0.91","0.91","0.865","0.865","0.865","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.685","0.685","0.685","0.91","0.91","0.91"
"1512","0","0","0","0","0","0","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0.4375","0.4375","0.4375","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1513","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0"
"1514","0","0","0","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4375","0.4375","0.4375","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0"
"1516","0","0","0","0.5725","0.5725","0.5725","0","0","0","0.3025","0.3025","0.3025","0","0","0","0","0","0","0.685","0.685","0.685","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1517","0","0","0","0.73","0.73","0.73","0","0","0","0.685","0.685","0.685","0","0","0","0","0","0","0.5275","0.5275","0.5275","0.595","0.595","0.595"
"1518","0","0","0","0","0","0","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0","0","0","0","0","0"
"1519","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0","0","0","0.6625","0.6625","0.6625","0.7525","0.7525","0.7525","0.16749999999999998","0.16749999999999998","0.16749999999999998","0.8875","0.8875","0.8875","0.32499999999999996","0.32499999999999996","0.32499999999999996"
"1520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.55","0.55","0.55","0","0","0"
"1521","0","0","0","0.5725","0.5725","0.5725","0","0","0","0","0","0","0","0","0","0.4375","0.4375","0.4375","0.55","0.55","0.55","0.8425","0.8425","0.8425"
"1522","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.595","0.595","0.595","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.73","0.73","0.73"
"1523","0","0","0","0","0","0","0","0","0","0.73","0.73","0.73","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.4375","0.4375","0.4375","0.775","0.775","0.775","0.5725","0.5725","0.5725"
"1524","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.5275","0.5275","0.5275","0.7975","0.7975","0.7975","0","0","0","0.3025","0.3025","0.3025"
"1525","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0","0","0"
"1526","0.865","0.865","0.865","0.865","0.865","0.865","0.8875","0.8875","0.8875","0.82","0.82","0.82","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.8875","0.8875","0.8875","0.685","0.685","0.685","0.865","0.865","0.865"
"1527","0","0","0","0.73","0.73","0.73","0","0","0","0.685","0.685","0.685","0.55","0.55","0.55","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"1528","0.5725","0.5725","0.5725","0","0","0","0.91","0.91","0.91","0.91","0.91","0.91","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.91","0.91","0.91"
"1529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1530","0.16749999999999998","0.16749999999999998","0.16749999999999998","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0","0","0","0","0","0","0","0","0","0.7975","0.7975","0.7975"
"1531","0.73","0.73","0.73","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.37","0.37","0.37","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.8425","0.8425","0.8425","0","0","0","0","0","0"
"1532","0","0","0","0","0","0","0.685","0.685","0.685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1533","0","0","0","0","0","0","0","0","0","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0","0","0","0","0","0","0"
"1534","0","0","0","0","0","0","0","0","0","0.09999999999999998","0.09999999999999998","0.09999999999999998","0","0","0","0","0","0","0","0","0","0.6625","0.6625","0.6625"
"1535","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0.595","0.595","0.595","0.5275","0.5275","0.5275"
"1536","0.685","0.685","0.685","0","0","0","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0","0","0","0","0","0","0","0","0"
"1537","0.9325","0.9325","0.9325","0.91","0.91","0.91","0","0","0","0.235","0.235","0.235","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.685","0.685","0.685","0.91","0.91","0.91"
"1538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.55","0.55","0.55"
"1539","0","0","0","0.7075","0.7075","0.7075","0","0","0","0.55","0.55","0.55","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.4375","0.4375","0.4375","0.73","0.73","0.73","0.7525","0.7525","0.7525"
"1540","0","0","0","0.865","0.865","0.865","0","0","0","0.7525","0.7525","0.7525","0.4375","0.4375","0.4375","0.8875","0.8875","0.8875","0.865","0.865","0.865","0.595","0.595","0.595"
"1541","0","0","0","0.3025","0.3025","0.3025","0","0","0","0","0","0","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.6625","0.6625","0.6625","0","0","0"
"1542","0","0","0","0.8425","0.8425","0.8425","0","0","0","0.7075","0.7075","0.7075","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0","0","0","0.32499999999999996","0.32499999999999996","0.32499999999999996"
"1543","0","0","0","0.37","0.37","0.37","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0","0","0","0.4375","0.4375","0.4375","0","0","0","0","0","0"
"1544","0","0","0","0","0","0","0","0","0","0","0","0","0.5725","0.5725","0.5725","0","0","0","0.6625","0.6625","0.6625","0.32499999999999996","0.32499999999999996","0.32499999999999996"
"1545","0.7525","0.7525","0.7525","0","0","0","0.09999999999999998","0.09999999999999998","0.09999999999999998","0","0","0","0","0","0","0","0","0","0","0","0","0.37","0.37","0.37"
"1546","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.775","0.775","0.775","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0","0","0","0","0","0"
"1547","0.235","0.235","0.235","0.2799999999999999","0.2799999999999999","0.2799999999999999","0","0","0","0.6625","0.6625","0.6625","0.5275","0.5275","0.5275","0","0","0","0","0","0","0","0","0"
"1548","0","0","0","0","0","0","0","0","0","0.3025","0.3025","0.3025","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0.73","0.73","0.73"
"1549","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.18999999999999995","0.18999999999999995","0.18999999999999995","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.73","0.73","0.73","0","0","0","0","0","0","0","0","0","0.16749999999999998","0.16749999999999998","0.16749999999999998"
"1550","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002","0","0","0","0","0","0","0","0","0","0.5725","0.5725","0.5725"
"1551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"1552","0.25750000000000006","0.25750000000000006","0.25750000000000006","0","0","0","0","0","0","0.685","0.685","0.685","0","0","0","0.6625","0.6625","0.6625","0.14500000000000002","0.14500000000000002","0.14500000000000002","0","0","0"
"1553","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.5275","0.5275","0.5275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1554","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0","0.7075","0.7075","0.7075","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.4375","0.4375","0.4375","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1555","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.7525","0.7525","0.7525","0.37","0.37","0.37","0","0","0","0","0","0","0","0","0","0","0","0"
"1556","0","0","0","0","0","0","0","0","0","0","0","0","0.5725","0.5725","0.5725","0","0","0","0","0","0","0","0","0"
"1557","0.685","0.685","0.685","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.25750000000000006","0.25750000000000006","0.25750000000000006","0","0","0","0.685","0.685","0.685","0.37","0.37","0.37","0.4375","0.4375","0.4375"
"1558","0","0","0","0.3025","0.3025","0.3025","0.865","0.865","0.865","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.2799999999999999","0.2799999999999999","0.2799999999999999","0","0","0"
"1559","0.6625","0.6625","0.6625","0.8425","0.8425","0.8425","0.7525","0.7525","0.7525","0.8875","0.8875","0.8875","0.7075","0.7075","0.7075","0.8875","0.8875","0.8875","0","0","0","0.8425","0.8425","0.8425"
"1560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1561","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.685","0.685","0.685","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0.7525","0.7525","0.7525"
"1562","0.775","0.775","0.775","0","0","0","0.865","0.865","0.865","0.8425","0.8425","0.8425","0","0","0","0.5725","0.5725","0.5725","0","0","0","0","0","0"
"1563","0.595","0.595","0.595","0","0","0","0.5275","0.5275","0.5275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1564","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.73","0.73","0.73","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.5275","0.5275","0.5275"
"1565","0","0","0","0.73","0.73","0.73","0","0","0","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.16749999999999998","0.16749999999999998","0.16749999999999998","0.73","0.73","0.73","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1566","0.82","0.82","0.82","0","0","0","0.82","0.82","0.82","0.7975","0.7975","0.7975","0","0","0","0","0","0","0","0","0","0","0","0"
"1567","0","0","0","0","0","0","0","0","0","0.4375","0.4375","0.4375","0.18999999999999995","0.18999999999999995","0.18999999999999995","0.7975","0.7975","0.7975","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.775","0.775","0.775"
"1568","0.4375","0.4375","0.4375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5275","0.5275","0.5275"
"1569","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1570","0.55","0.55","0.55","0","0","0","0.8875","0.8875","0.8875","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.8875","0.8875","0.8875","0.865","0.865","0.865","0.55","0.55","0.55"
"1571","0","0","0","0","0","0","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.775","0.775","0.775","0","0","0","0.6625","0.6625","0.6625","0.82","0.82","0.82"
"1572","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.7975","0.7975","0.7975","0.775","0.775","0.775","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.595","0.595","0.595","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"1573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999","0","0","0","0","0","0"
"1574","0.5725","0.5725","0.5725","0.865","0.865","0.865","0.8875","0.8875","0.8875","0","0","0","0.865","0.865","0.865","0","0","0","0.8875","0.8875","0.8875","0.865","0.865","0.865"
"1575","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.82","0.82","0.82","0.8425","0.8425","0.8425","0","0","0","0.55","0.55","0.55","0.3025","0.3025","0.3025","0","0","0","0","0","0"
"1576","0","0","0","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1577","0.5725","0.5725","0.5725","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0","0","0","0","0","0","0","0","0","0"
"1578","0","0","0","0","0","0","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.775","0.775","0.775","0.595","0.595","0.595","0.7975","0.7975","0.7975","0.82","0.82","0.82"
"1579","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1580","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.6625","0.6625","0.6625","0.4375","0.4375","0.4375","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.73","0.73","0.73"
"1581","0","0","0","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.25750000000000006","0.25750000000000006","0.25750000000000006","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1582","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.685","0.685","0.685","0.4375","0.4375","0.4375","0","0","0","0","0","0","0.3025","0.3025","0.3025","0","0","0","0","0","0"
"1583","0.595","0.595","0.595","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0","0","0","0","0","0","0","0","0","0.5725","0.5725","0.5725"
"1584","0","0","0","0","0","0","0","0","0","0","0","0","0.5725","0.5725","0.5725","0","0","0","0","0","0","0","0","0"
"1585","0","0","0","0","0","0","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0.5725","0.5725","0.5725","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1586","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0.685","0.685","0.685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1587","0.7975","0.7975","0.7975","0","0","0","0.73","0.73","0.73","0","0","0","0.82","0.82","0.82","0","0","0","0","0","0","0","0","0"
"1588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1589","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0","0","0","0.3025","0.3025","0.3025","0.775","0.775","0.775","0.7075","0.7075","0.7075","0.685","0.685","0.685","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1590","0.5725","0.5725","0.5725","0.73","0.73","0.73","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0","0","0","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1591","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.7525","0.7525","0.7525","0","0","0","0","0","0","0","0","0","0","0","0"
"1592","0","0","0","0","0","0","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.73","0.73","0.73","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"1593","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.18999999999999995","0.18999999999999995","0.18999999999999995","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0"
"1594","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0.865","0.865","0.865","0.865","0.865","0.865","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.595","0.595","0.595"
"1595","0.4375","0.4375","0.4375","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1596","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0","0","0","0","0","0","0.6625","0.6625","0.6625","0","0","0","0","0","0","0","0","0"
"1597","0.82","0.82","0.82","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.8425","0.8425","0.8425","0","0","0","0.7525","0.7525","0.7525","0.8875","0.8875","0.8875","0","0","0","0.8875","0.8875","0.8875"
"1598","0","0","0","0","0","0","0","0","0","0.595","0.595","0.595","0.3025","0.3025","0.3025","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.685","0.685","0.685"
"1599","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.595","0.595","0.595","0.5275","0.5275","0.5275","0","0","0","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
