"Step","devout-sweep-13 - test_env/eps_reward","devout-sweep-13 - test_env/eps_reward__MIN","devout-sweep-13 - test_env/eps_reward__MAX","fine-sweep-7 - test_env/eps_reward","fine-sweep-7 - test_env/eps_reward__MIN","fine-sweep-7 - test_env/eps_reward__MAX","dry-sweep-3 - test_env/eps_reward","dry-sweep-3 - test_env/eps_reward__MIN","dry-sweep-3 - test_env/eps_reward__MAX"
"10190","0.73","0.73","0.73","0","0","0","0","0","0"
"10191","0.62875","0.62875","0.62875","0.685","0.685","0.685","0","0","0"
"10192","0","0","0","0","0","0","0.58375","0.58375","0.58375"
"10193","0.73","0.73","0.73","0","0","0","0","0","0"
"10194","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0","0","0"
"10195","0.37","0.37","0.37","0","0","0","0","0","0"
"10196","0","0","0","0","0","0","0","0","0"
"10197","0.69625","0.69625","0.69625","0.7637499999999999","0.7637499999999999","0.7637499999999999","0","0","0"
"10198","0.65125","0.65125","0.65125","0","0","0","0.7075","0.7075","0.7075"
"10199","0.26874999999999993","0.26874999999999993","0.26874999999999993","0.51625","0.51625","0.51625","0","0","0"
"10200","0.17874999999999996","0.17874999999999996","0.17874999999999996","0","0","0","0","0","0"
"10201","0.58375","0.58375","0.58375","0.685","0.685","0.685","0.69625","0.69625","0.69625"
"10202","0.5275","0.5275","0.5275","0","0","0","0","0","0"
"10203","0.65125","0.65125","0.65125","0.71875","0.71875","0.71875","0","0","0"
"10204","0","0","0","0","0","0","0","0","0"
"10205","0.40375000000000005","0.40375000000000005","0.40375000000000005","0","0","0","0","0","0"
"10206","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0"
"10207","0","0","0","0.6737500000000001","0.6737500000000001","0.6737500000000001","0","0","0"
"10208","0.3025","0.3025","0.3025","0","0","0","0","0","0"
"10209","0","0","0","0","0","0","0","0","0"
"10210","0.82","0.82","0.82","0","0","0","0","0","0"
"10211","0","0","0","0","0","0","0","0","0"
"10212","0","0","0","0","0","0","0.65125","0.65125","0.65125"
"10213","0.74125","0.74125","0.74125","0.55","0.55","0.55","0.33624999999999994","0.33624999999999994","0.33624999999999994"
"10214","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0"
"10215","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.60625","0.60625","0.60625","0.69625","0.69625","0.69625"
"10216","0.7075","0.7075","0.7075","0","0","0","0","0","0"
"10217","0","0","0","0","0","0","0","0","0"
"10218","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.7525","0.7525","0.7525","0","0","0"
"10219","0","0","0","0.60625","0.60625","0.60625","0","0","0"
"10220","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.65125","0.65125","0.65125","0.62875","0.62875","0.62875"
"10221","0.42625","0.42625","0.42625","0.685","0.685","0.685","0","0","0"
"10222","0.71875","0.71875","0.71875","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.65125","0.65125","0.65125"
"10223","0","0","0","0","0","0","0","0","0"
"10224","0","0","0","0.6737500000000001","0.6737500000000001","0.6737500000000001","0","0","0"
"10225","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0"
"10226","0.62875","0.62875","0.62875","0.5387500000000001","0.5387500000000001","0.5387500000000001","0","0","0"
"10227","0.60625","0.60625","0.60625","0","0","0","0.7525","0.7525","0.7525"
"10228","0.5275","0.5275","0.5275","0","0","0","0","0","0"
"10229","0.74125","0.74125","0.74125","0.80875","0.80875","0.80875","0.78625","0.78625","0.78625"
"10230","0.78625","0.78625","0.78625","0","0","0","0","0","0"
"10231","0.69625","0.69625","0.69625","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975"
"10232","0.78625","0.78625","0.78625","0","0","0","0.775","0.775","0.775"
"10233","0.60625","0.60625","0.60625","0","0","0","0.11124999999999996","0.11124999999999996","0.11124999999999996"
"10234","0.51625","0.51625","0.51625","0","0","0","0","0","0"
"10235","0.69625","0.69625","0.69625","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.78625","0.78625","0.78625"
"10236","0.38125","0.38125","0.38125","0","0","0","0","0","0"
"10237","0.4375","0.4375","0.4375","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.58375","0.58375","0.58375"
"10238","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.73","0.73","0.73"
"10239","0","0","0","0.38125","0.38125","0.38125","0","0","0"
"10240","0.69625","0.69625","0.69625","0.6625","0.6625","0.6625","0.71875","0.71875","0.71875"
"10241","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0","0","0"
"10242","0.65125","0.65125","0.65125","0.55","0.55","0.55","0.5387500000000001","0.5387500000000001","0.5387500000000001"
"10243","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7525","0.7525","0.7525","0.7525","0.7525","0.7525"
"10244","0.38125","0.38125","0.38125","0","0","0","0","0","0"
"10245","0","0","0","0.775","0.775","0.775","0.82","0.82","0.82"
"10246","0.5725","0.5725","0.5725","0","0","0","0","0","0"
"10247","0.7075","0.7075","0.7075","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0"
"10248","0.685","0.685","0.685","0.775","0.775","0.775","0.82","0.82","0.82"
"10249","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002"
"10250","0.5275","0.5275","0.5275","0.685","0.685","0.685","0","0","0"
"10251","0.73","0.73","0.73","0.73","0.73","0.73","0.7975","0.7975","0.7975"
"10252","0.5275","0.5275","0.5275","0.7525","0.7525","0.7525","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"10253","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0"
"10254","0.71875","0.71875","0.71875","0","0","0","0.7637499999999999","0.7637499999999999","0.7637499999999999"
"10255","0.7525","0.7525","0.7525","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975"
"10256","0","0","0","0.595","0.595","0.595","0","0","0"
"10257","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.11124999999999996","0.11124999999999996","0.11124999999999996","0","0","0"
"10258","0","0","0","0","0","0","0","0","0"
"10259","0.60625","0.60625","0.60625","0","0","0","0.73","0.73","0.73"
"10260","0.73","0.73","0.73","0.73","0.73","0.73","0.40375000000000005","0.40375000000000005","0.40375000000000005"
"10261","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0"
"10262","0.49375","0.49375","0.49375","0.73","0.73","0.73","0","0","0"
"10263","0","0","0","0","0","0","0","0","0"
"10264","0.7075","0.7075","0.7075","0","0","0","0","0","0"
"10265","0","0","0","0","0","0","0","0","0"
"10266","0.62875","0.62875","0.62875","0.47124999999999995","0.47124999999999995","0.47124999999999995","0","0","0"
"10267","0.51625","0.51625","0.51625","0","0","0","0","0","0"
"10268","0.595","0.595","0.595","0.71875","0.71875","0.71875","0.2237499999999999","0.2237499999999999","0.2237499999999999"
"10269","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.7525","0.7525","0.7525","0.14500000000000002","0.14500000000000002","0.14500000000000002"
"10270","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0"
"10271","0","0","0","0","0","0","0","0","0"
"10272","0.38125","0.38125","0.38125","0","0","0","0","0","0"
"10273","0.685","0.685","0.685","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0"
"10274","0.60625","0.60625","0.60625","0.235","0.235","0.235","0","0","0"
"10275","0.775","0.775","0.775","0","0","0","0.775","0.775","0.775"
"10276","0","0","0","0","0","0","0","0","0"
"10277","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.69625","0.69625","0.69625","0","0","0"
"10278","0.7525","0.7525","0.7525","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975"
"10279","0","0","0","0","0","0","0","0","0"
"10280","0.5275","0.5275","0.5275","0.685","0.685","0.685","0.69625","0.69625","0.69625"
"10281","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.6737500000000001","0.6737500000000001","0.6737500000000001"
"10282","0.71875","0.71875","0.71875","0.7525","0.7525","0.7525","0.55","0.55","0.55"
"10283","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.7525","0.7525","0.7525","0","0","0"
"10284","0.71875","0.71875","0.71875","0","0","0","0","0","0"
"10285","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.33624999999999994","0.33624999999999994","0.33624999999999994","0","0","0"
"10286","0.6737500000000001","0.6737500000000001","0.6737500000000001","0","0","0","0","0","0"
"10287","0","0","0","0.69625","0.69625","0.69625","0","0","0"
"10288","0.595","0.595","0.595","0","0","0","0","0","0"
"10289","0","0","0","0","0","0","0","0","0"
"10290","0.6625","0.6625","0.6625","0","0","0","0","0","0"
"10291","0.62875","0.62875","0.62875","0","0","0","0","0","0"
"10293","0.74125","0.74125","0.74125","0.775","0.775","0.775","0.775","0.775","0.775"
"10294","0.62875","0.62875","0.62875","0","0","0","0","0","0"
"10295","0.7075","0.7075","0.7075","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.55","0.55","0.55"
"10296","0.55","0.55","0.55","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"10297","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999"
"10298","0.5725","0.5725","0.5725","0.74125","0.74125","0.74125","0","0","0"
"10299","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.55","0.55","0.55","0","0","0"
"10300","0","0","0","0.69625","0.69625","0.69625","0","0","0"
"10301","0","0","0","0.5387500000000001","0.5387500000000001","0.5387500000000001","0","0","0"
"10302","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.3025","0.3025","0.3025","0","0","0"
"10303","0.6625","0.6625","0.6625","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0"
"10304","0.44875","0.44875","0.44875","0.65125","0.65125","0.65125","0","0","0"
"10305","0","0","0","0","0","0","0.775","0.775","0.775"
"10306","0","0","0","0","0","0","0","0","0"
"10307","0","0","0","0.56125","0.56125","0.56125","0.2799999999999999","0.2799999999999999","0.2799999999999999"
"10308","0","0","0","0","0","0","0","0","0"
"10309","0","0","0","0","0","0","0","0","0"
"10310","0.78625","0.78625","0.78625","0.78625","0.78625","0.78625","0.80875","0.80875","0.80875"
"10311","0","0","0","0.65125","0.65125","0.65125","0","0","0"
"10312","0","0","0","0","0","0","0","0","0"
"10313","0.51625","0.51625","0.51625","0.69625","0.69625","0.69625","0","0","0"
"10314","0","0","0","0.73","0.73","0.73","0","0","0"
"10315","0.7637499999999999","0.7637499999999999","0.7637499999999999","0","0","0","0","0","0"
"10316","0.595","0.595","0.595","0.6625","0.6625","0.6625","0","0","0"
"10317","0.685","0.685","0.685","0","0","0","0","0","0"
"10318","0.5725","0.5725","0.5725","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0"
"10319","0","0","0","0.74125","0.74125","0.74125","0","0","0"
"10320","0","0","0","0.73","0.73","0.73","0","0","0"
"10321","0.78625","0.78625","0.78625","0.775","0.775","0.775","0.78625","0.78625","0.78625"
"10322","0.7075","0.7075","0.7075","0.25750000000000006","0.25750000000000006","0.25750000000000006","0","0","0"
"10323","0","0","0","0","0","0","0","0","0"
"10324","0","0","0","0","0","0","0","0","0"
"10325","0.55","0.55","0.55","0","0","0","0.7975","0.7975","0.7975"
"10326","0.29125","0.29125","0.29125","0","0","0","0","0","0"
"10327","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075","0","0","0"
"10328","0.56125","0.56125","0.56125","0","0","0","0.74125","0.74125","0.74125"
"10329","0.82","0.82","0.82","0.82","0.82","0.82","0.80875","0.80875","0.80875"
"10330","0","0","0","0","0","0","0","0","0"
"10331","0.6625","0.6625","0.6625","0","0","0","0","0","0"
"10332","0.73","0.73","0.73","0","0","0","0","0","0"
"10333","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.71875","0.71875","0.71875"
"10334","0.775","0.775","0.775","0","0","0","0.40375000000000005","0.40375000000000005","0.40375000000000005"
"10335","0.80875","0.80875","0.80875","0.80875","0.80875","0.80875","0.80875","0.80875","0.80875"
"10336","0","0","0","0.40375000000000005","0.40375000000000005","0.40375000000000005","0","0","0"
"10337","0","0","0","0","0","0","0","0","0"
"10338","0.62875","0.62875","0.62875","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0"
"10339","0.775","0.775","0.775","0.775","0.775","0.775","0.775","0.775","0.775"
"10340","0.74125","0.74125","0.74125","0","0","0","0","0","0"
"10341","0.60625","0.60625","0.60625","0","0","0","0.24624999999999997","0.24624999999999997","0.24624999999999997"
"10342","0.29125","0.29125","0.29125","0","0","0","0","0","0"
"10343","0.62875","0.62875","0.62875","0","0","0","0","0","0"
"10344","0.5725","0.5725","0.5725","0.595","0.595","0.595","0","0","0"
"10345","0.775","0.775","0.775","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975"
"10346","0.55","0.55","0.55","0.74125","0.74125","0.74125","0","0","0"
"10347","0","0","0","0","0","0","0","0","0"
"10348","0","0","0","0","0","0","0","0","0"
"10349","0.69625","0.69625","0.69625","0","0","0","0.78625","0.78625","0.78625"
"10350","0","0","0","0","0","0","0","0","0"
"10351","0","0","0","0","0","0","0","0","0"
"10352","0","0","0","0.73","0.73","0.73","0","0","0"
"10353","0.74125","0.74125","0.74125","0.74125","0.74125","0.74125","0.47124999999999995","0.47124999999999995","0.47124999999999995"
"10354","0","0","0","0.56125","0.56125","0.56125","0.5387500000000001","0.5387500000000001","0.5387500000000001"
"10355","0.6737500000000001","0.6737500000000001","0.6737500000000001","0","0","0","0.685","0.685","0.685"
"10356","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.58375","0.58375","0.58375","0","0","0"
"10357","0.685","0.685","0.685","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995"
"10358","0","0","0","0.29125","0.29125","0.29125","0","0","0"
"10359","0.62875","0.62875","0.62875","0","0","0","0.60625","0.60625","0.60625"
"10360","0.69625","0.69625","0.69625","0","0","0","0","0","0"
"10361","0.74125","0.74125","0.74125","0.74125","0.74125","0.74125","0","0","0"
"10362","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075","0.51625","0.51625","0.51625"
"10363","0","0","0","0.56125","0.56125","0.56125","0","0","0"
"10364","0","0","0","0","0","0","0","0","0"
"10365","0.60625","0.60625","0.60625","0","0","0","0","0","0"
"10366","0","0","0","0.35875","0.35875","0.35875","0","0","0"
"10367","0.7075","0.7075","0.7075","0.35875","0.35875","0.35875","0","0","0"
"10368","0.595","0.595","0.595","0","0","0","0","0","0"
"10369","0.65125","0.65125","0.65125","0.14500000000000002","0.14500000000000002","0.14500000000000002","0","0","0"
"10370","0","0","0","0","0","0","0","0","0"
"10371","0.73","0.73","0.73","0.7525","0.7525","0.7525","0.73","0.73","0.73"
"10372","0.62875","0.62875","0.62875","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0"
"10373","0","0","0","0.7525","0.7525","0.7525","0","0","0"
"10374","0.78625","0.78625","0.78625","0.78625","0.78625","0.78625","0.78625","0.78625","0.78625"
"10375","0","0","0","0","0","0","0","0","0"
"10376","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.5275","0.5275","0.5275","0","0","0"
"10377","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.7525","0.7525","0.7525","0","0","0"
"10378","0.60625","0.60625","0.60625","0","0","0","0","0","0"
"10379","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0","0","0"
"10380","0","0","0","0.7525","0.7525","0.7525","0","0","0"
"10381","0","0","0","0.775","0.775","0.775","0","0","0"
"10382","0","0","0","0","0","0","0","0","0"
"10383","0.775","0.775","0.775","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"10384","0","0","0","0.3025","0.3025","0.3025","0","0","0"
"10385","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.65125","0.65125","0.65125","0","0","0"
"10386","0.5387500000000001","0.5387500000000001","0.5387500000000001","0.69625","0.69625","0.69625","0.5725","0.5725","0.5725"
"10387","0.775","0.775","0.775","0.775","0.775","0.775","0.775","0.775","0.775"
"10388","0.69625","0.69625","0.69625","0.775","0.775","0.775","0","0","0"
"10389","0","0","0","0","0","0","0","0","0"
"10390","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0","0","0"
"10391","0.73","0.73","0.73","0.71875","0.71875","0.71875","0.73","0.73","0.73"
"10392","0.62875","0.62875","0.62875","0","0","0","0","0","0"
"10393","0.7637499999999999","0.7637499999999999","0.7637499999999999","0","0","0","0.7637499999999999","0.7637499999999999","0.7637499999999999"
"10394","0","0","0","0","0","0","0","0","0"
"10395","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.60625","0.60625","0.60625","0","0","0"
"10396","0.38125","0.38125","0.38125","0","0","0","0","0","0"
"10397","0.74125","0.74125","0.74125","0.74125","0.74125","0.74125","0","0","0"
"10398","0.7525","0.7525","0.7525","0.7525","0.7525","0.7525","0.7525","0.7525","0.7525"
"10399","0.7525","0.7525","0.7525","0","0","0","0.62875","0.62875","0.62875"
"10400","0.595","0.595","0.595","0","0","0","0","0","0"
"10401","0","0","0","0.5275","0.5275","0.5275","0","0","0"
"10402","0","0","0","0","0","0","0","0","0"
"10403","0.69625","0.69625","0.69625","0.55","0.55","0.55","0","0","0"
"10404","0","0","0","0.60625","0.60625","0.60625","0","0","0"
"10405","0.7975","0.7975","0.7975","0.80875","0.80875","0.80875","0.80875","0.80875","0.80875"
"10406","0.69625","0.69625","0.69625","0","0","0","0.58375","0.58375","0.58375"
"10407","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0"
"10408","0.71875","0.71875","0.71875","0","0","0","0","0","0"
"10409","0.6625","0.6625","0.6625","0.6625","0.6625","0.6625","0","0","0"
"10410","0","0","0","0","0","0","0","0","0"
"10411","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999"
"10412","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.595","0.595","0.595","0","0","0"
"10413","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0","0","0"
"10414","0","0","0","0","0","0","0","0","0"
"10415","0.7525","0.7525","0.7525","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0"
"10416","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075","0.6737500000000001","0.6737500000000001","0.6737500000000001"
"10417","0.5275","0.5275","0.5275","0","0","0","0","0","0"
"10418","0.595","0.595","0.595","0.55","0.55","0.55","0","0","0"
"10419","0.71875","0.71875","0.71875","0.73","0.73","0.73","0.73","0.73","0.73"
"10420","0.7075","0.7075","0.7075","0.775","0.775","0.775","0.775","0.775","0.775"
"10421","0","0","0","0","0","0","0","0","0"
"10422","0.5725","0.5725","0.5725","0","0","0","0","0","0"
"10423","0.685","0.685","0.685","0","0","0","0","0","0"
"10424","0.69625","0.69625","0.69625","0.6737500000000001","0.6737500000000001","0.6737500000000001","0","0","0"
"10425","0.6625","0.6625","0.6625","0","0","0","0","0","0"
"10426","0.5275","0.5275","0.5275","0.65125","0.65125","0.65125","0","0","0"
"10427","0.7075","0.7075","0.7075","0.17874999999999996","0.17874999999999996","0.17874999999999996","0","0","0"
"10428","0.55","0.55","0.55","0","0","0","0.49375","0.49375","0.49375"
"10429","0","0","0","0.775","0.775","0.775","0","0","0"
"10430","0.775","0.775","0.775","0","0","0","0","0","0"
"10431","0.51625","0.51625","0.51625","0.62875","0.62875","0.62875","0.38125","0.38125","0.38125"
"10432","0.78625","0.78625","0.78625","0.78625","0.78625","0.78625","0.7637499999999999","0.7637499999999999","0.7637499999999999"
"10433","0.71875","0.71875","0.71875","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.6625","0.6625","0.6625"
"10434","0","0","0","0","0","0","0","0","0"
"10435","0","0","0","0","0","0","0","0","0"
"10436","0.775","0.775","0.775","0.80875","0.80875","0.80875","0","0","0"
"10437","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0"
"10438","0.73","0.73","0.73","0.7975","0.7975","0.7975","0.775","0.775","0.775"
"10439","0.56125","0.56125","0.56125","0.58375","0.58375","0.58375","0","0","0"
"10440","0.69625","0.69625","0.69625","0.69625","0.69625","0.69625","0.69625","0.69625","0.69625"
"10441","0.74125","0.74125","0.74125","0.7525","0.7525","0.7525","0","0","0"
"10442","0","0","0","0","0","0","0","0","0"
"10443","0.5387500000000001","0.5387500000000001","0.5387500000000001","0","0","0","0.11124999999999996","0.11124999999999996","0.11124999999999996"
"10444","0.7525","0.7525","0.7525","0","0","0","0","0","0"
"10445","0.69625","0.69625","0.69625","0.7075","0.7075","0.7075","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"10446","0.71875","0.71875","0.71875","0","0","0","0","0","0"
"10447","0.51625","0.51625","0.51625","0.74125","0.74125","0.74125","0","0","0"
"10448","0","0","0","0","0","0","0.33624999999999994","0.33624999999999994","0.33624999999999994"
"10449","0.62875","0.62875","0.62875","0.69625","0.69625","0.69625","0.40375000000000005","0.40375000000000005","0.40375000000000005"
"10450","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"10451","0.56125","0.56125","0.56125","0.71875","0.71875","0.71875","0","0","0"
"10452","0.65125","0.65125","0.65125","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"10453","0.5275","0.5275","0.5275","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0"
"10454","0","0","0","0.685","0.685","0.685","0","0","0"
"10455","0.775","0.775","0.775","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"10456","0.7975","0.7975","0.7975","0.80875","0.80875","0.80875","0.80875","0.80875","0.80875"
"10457","0.595","0.595","0.595","0.20125000000000004","0.20125000000000004","0.20125000000000004","0","0","0"
"10458","0","0","0","0","0","0","0","0","0"
"10459","0.69625","0.69625","0.69625","0.56125","0.56125","0.56125","0","0","0"
"10460","0.74125","0.74125","0.74125","0","0","0","0.7075","0.7075","0.7075"
"10461","0","0","0","0","0","0","0","0","0"
"10462","0.42625","0.42625","0.42625","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0"
"10463","0.595","0.595","0.595","0","0","0","0.60625","0.60625","0.60625"
"10464","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.6737500000000001","0","0","0"
"10465","0.69625","0.69625","0.69625","0.775","0.775","0.775","0.7525","0.7525","0.7525"
"10466","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.69625","0.69625","0.69625","0.7637499999999999","0.7637499999999999","0.7637499999999999"
"10467","0.71875","0.71875","0.71875","0","0","0","0.49375","0.49375","0.49375"
"10468","0.69625","0.69625","0.69625","0","0","0","0","0","0"
"10469","0.55","0.55","0.55","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"10470","0.7075","0.7075","0.7075","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.7637499999999999"
"10471","0.65125","0.65125","0.65125","0","0","0","0","0","0"
"10472","0.78625","0.78625","0.78625","0","0","0","0.80875","0.80875","0.80875"
"10473","0","0","0","0","0","0","0","0","0"
"10474","0.74125","0.74125","0.74125","0","0","0","0","0","0"
"10475","0.26874999999999993","0.26874999999999993","0.26874999999999993","0.6737500000000001","0.6737500000000001","0.6737500000000001","0","0","0"
"10476","0.7075","0.7075","0.7075","0","0","0","0","0","0"
"10477","0","0","0","0","0","0","0","0","0"
"10478","0.6625","0.6625","0.6625","0","0","0","0","0","0"
"10479","0.6625","0.6625","0.6625","0","0","0","0.38125","0.38125","0.38125"
"10480","0.83125","0.83125","0.83125","0.83125","0.83125","0.83125","0.83125","0.83125","0.83125"
"10481","0.60625","0.60625","0.60625","0.2237499999999999","0.2237499999999999","0.2237499999999999","0","0","0"
"10482","0","0","0","0.235","0.235","0.235","0","0","0"
"10483","0","0","0","0.65125","0.65125","0.65125","0.26874999999999993","0.26874999999999993","0.26874999999999993"
"10484","0.595","0.595","0.595","0.51625","0.51625","0.51625","0.56125","0.56125","0.56125"
"10485","0.65125","0.65125","0.65125","0.5387500000000001","0.5387500000000001","0.5387500000000001","0","0","0"
"10486","0","0","0","0.38125","0.38125","0.38125","0","0","0"
"10487","0.74125","0.74125","0.74125","0.73","0.73","0.73","0","0","0"
"10488","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.74125","0.74125","0.74125","0","0","0"
"10489","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.60625","0.60625","0.60625","0","0","0"
"10490","0.71875","0.71875","0.71875","0.6625","0.6625","0.6625","0.71875","0.71875","0.71875"
"10491","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075"
"10492","0","0","0","0.65125","0.65125","0.65125","0","0","0"
"10493","0","0","0","0.7637499999999999","0.7637499999999999","0.7637499999999999","0","0","0"
"10494","0","0","0","0","0","0","0","0","0"
"10495","0.5725","0.5725","0.5725","0.685","0.685","0.685","0.71875","0.71875","0.71875"
"10496","0.56125","0.56125","0.56125","0.20125000000000004","0.20125000000000004","0.20125000000000004","0","0","0"
"10497","0.49375","0.49375","0.49375","0","0","0","0.73","0.73","0.73"
"10498","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.60625","0.60625","0.60625","0.62875","0.62875","0.62875"
"10499","0","0","0","0","0","0","0","0","0"
"10500","0.7075","0.7075","0.7075","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0"
"10501","0.7637499999999999","0.7637499999999999","0.7637499999999999","0.62875","0.62875","0.62875","0","0","0"
"10502","0","0","0","0.62875","0.62875","0.62875","0","0","0"
"10503","0","0","0","0","0","0","0","0","0"
"10504","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.12250000000000005","0.12250000000000005","0.12250000000000005"
"10505","0.7637499999999999","0.7637499999999999","0.7637499999999999","0","0","0","0.73","0.73","0.73"
"10506","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0"
"10507","0.69625","0.69625","0.69625","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.7525","0.7525","0.7525"
"10508","0","0","0","0","0","0","0","0","0"
"10509","0.55","0.55","0.55","0","0","0","0","0","0"
"10510","0","0","0","0.49375","0.49375","0.49375","0.65125","0.65125","0.65125"
"10511","0.58375","0.58375","0.58375","0","0","0","0","0","0"
"10512","0.5725","0.5725","0.5725","0.78625","0.78625","0.78625","0.7637499999999999","0.7637499999999999","0.7637499999999999"
"10513","0.6737500000000001","0.6737500000000001","0.6737500000000001","0.56125","0.56125","0.56125","0.60625","0.60625","0.60625"
"10514","0","0","0","0.80875","0.80875","0.80875","0.82","0.82","0.82"
"10515","0.6625","0.6625","0.6625","0.7075","0.7075","0.7075","0","0","0"
"10516","0.80875","0.80875","0.80875","0.74125","0.74125","0.74125","0.80875","0.80875","0.80875"
"10517","0.5725","0.5725","0.5725","0.69625","0.69625","0.69625","0.42625","0.42625","0.42625"
"10518","0.16749999999999998","0.16749999999999998","0.16749999999999998","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0"
"10519","0.58375","0.58375","0.58375","0","0","0","0","0","0"
"10520","0.58375","0.58375","0.58375","0","0","0","0.15625","0.15625","0.15625"
"10521","0","0","0","0.65125","0.65125","0.65125","0","0","0"
