"Step","breezy-sweep-4 - train/eps_reward","breezy-sweep-4 - train/eps_reward__MIN","breezy-sweep-4 - train/eps_reward__MAX","major-sweep-7 - train/eps_reward","major-sweep-7 - train/eps_reward__MIN","major-sweep-7 - train/eps_reward__MAX","twilight-sweep-4 - train/eps_reward","twilight-sweep-4 - train/eps_reward__MIN","twilight-sweep-4 - train/eps_reward__MAX","proud-sweep-1 - train/eps_reward","proud-sweep-1 - train/eps_reward__MIN","proud-sweep-1 - train/eps_reward__MAX","exalted-sweep-3 - train/eps_reward","exalted-sweep-3 - train/eps_reward__MIN","exalted-sweep-3 - train/eps_reward__MAX","proud-sweep-6 - train/eps_reward","proud-sweep-6 - train/eps_reward__MIN","proud-sweep-6 - train/eps_reward__MAX","tough-sweep-1 - train/eps_reward","tough-sweep-1 - train/eps_reward__MIN","tough-sweep-1 - train/eps_reward__MAX","warm-sweep-2 - train/eps_reward","warm-sweep-2 - train/eps_reward__MIN","warm-sweep-2 - train/eps_reward__MAX","sleek-sweep-8 - train/eps_reward","sleek-sweep-8 - train/eps_reward__MIN","sleek-sweep-8 - train/eps_reward__MAX"
"1680","0","0","0","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0","0","0","0","0.73","0.73","0.73","0.7975","0.7975","0.7975","0.5275","0.5275","0.5275"
"1681","0.5725","0.5725","0.5725","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.7525","0.7525","0.7525","0.8425","0.8425","0.8425","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.7525","0.7525","0.7525","0","0","0"
"1682","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0","0","0","0","0","0","0.7075","0.7075","0.7075","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.7525","0.7525","0.7525"
"1683","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.7525","0.7525","0.7525","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.7075","0.7075","0.7075","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.73","0.73","0.73","0","0","0","0","0","0","0","0","0"
"1684","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.775","0.775","0.775","0","0","0","0.7525","0.7525","0.7525","0.7075","0.7075","0.7075","0.775","0.775","0.775","0","0","0","0","0","0","0","0","0"
"1685","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1686","0","0","0","0.6625","0.6625","0.6625","0.7525","0.7525","0.7525","0.685","0.685","0.685","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.7075","0.7075","0.7075","0","0","0","0","0","0","0","0","0"
"1687","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.775","0.775","0.775","0","0","0","0.7525","0.7525","0.7525","0","0","0","0.7075","0.7075","0.7075","0.37","0.37","0.37","0.7525","0.7525","0.7525"
"1688","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.73","0.73","0.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002","0","0","0","0","0","0"
"1690","0.4375","0.4375","0.4375","0.685","0.685","0.685","0.82","0.82","0.82","0.685","0.685","0.685","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.775","0.775","0.775","0","0","0","0","0","0","0","0","0"
"1691","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875"
"1692","0.685","0.685","0.685","0.6625","0.6625","0.6625","0.6625","0.6625","0.6625","0.73","0.73","0.73","0.685","0.685","0.685","0.73","0.73","0.73","0","0","0","0","0","0","0","0","0"
"1693","0.7975","0.7975","0.7975","0","0","0","0.73","0.73","0.73","0","0","0","0","0","0","0","0","0","0.775","0.775","0.775","0.775","0.775","0.775","0.8425","0.8425","0.8425"
"1694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.7525","0.7525","0.7525"
"1695","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.4375","0.4375","0.4375"
"1696","0","0","0","0","0","0","0.7525","0.7525","0.7525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1697","0","0","0","0","0","0","0","0","0","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.775","0.775","0.775","0","0","0","0","0","0","0","0","0"
"1698","0","0","0","0","0","0","0.8875","0.8875","0.8875","0","0","0","0","0","0","0","0","0","0.82","0.82","0.82","0.7075","0.7075","0.7075","0.685","0.685","0.685"
"1699","0.7525","0.7525","0.7525","0.7975","0.7975","0.7975","0.7075","0.7075","0.7075","0.775","0.775","0.775","0.685","0.685","0.685","0.7975","0.7975","0.7975","0","0","0","0","0","0","0","0","0"
"1700","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.7975","0.7975","0.7975","0.775","0.775","0.775","0.7525","0.7525","0.7525","0.7975","0.7975","0.7975","0.775","0.775","0.775","0","0","0","0","0","0","0","0","0"
"1701","0.7075","0.7075","0.7075","0.55","0.55","0.55","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.7975","0.7975","0.7975","0.82","0.82","0.82","0.82","0.82","0.82","0","0","0","0","0","0","0","0","0"
"1702","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.7525","0.7525","0.7525","0.7975","0.7975","0.7975","0.595","0.595","0.595","0.7075","0.7075","0.7075","0.55","0.55","0.55","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0"
"1703","0","0","0","0","0","0","0.3025","0.3025","0.3025","0","0","0","0","0","0","0","0","0","0.7975","0.7975","0.7975","0.82","0.82","0.82","0.7975","0.7975","0.7975"
"1704","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.8875","0.8875","0.8875","0","0","0","0.3025","0.3025","0.3025","0","0","0","0.7075","0.7075","0.7075","0.8425","0.8425","0.8425","0.7525","0.7525","0.7525"
"1705","0.7975","0.7975","0.7975","0.775","0.775","0.775","0.775","0.775","0.775","0.82","0.82","0.82","0.7525","0.7525","0.7525","0.82","0.82","0.82","0","0","0","0","0","0","0","0","0"
"1706","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.235","0.235","0.235","0.775","0.775","0.775","0.6625","0.6625","0.6625"
"1707","0.73","0.73","0.73","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0","0.235","0.235","0.235","0.4375","0.4375","0.4375","0.82","0.82","0.82","0.775","0.775","0.775"
"1708","0.7975","0.7975","0.7975","0.8425","0.8425","0.8425","0.235","0.235","0.235","0.8425","0.8425","0.8425","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.6625","0.6625","0.6625","0.5725","0.5725","0.5725","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0"
"1709","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.55","0.55","0.55","0","0","0","0","0","0","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.595","0.595","0.595","0","0","0"
"1710","0.7525","0.7525","0.7525","0.82","0.82","0.82","0.82","0.82","0.82","0.82","0.82","0.82","0.82","0.82","0.82","0.82","0.82","0.82","0","0","0","0","0","0","0","0","0"
"1711","0.685","0.685","0.685","0.7075","0.7075","0.7075","0.775","0.775","0.775","0.6625","0.6625","0.6625","0.6625","0.6625","0.6625","0.775","0.775","0.775","0.775","0.775","0.775","0.37","0.37","0.37","0","0","0"
"1712","0","0","0","0","0","0","0.82","0.82","0.82","0","0","0","0.685","0.685","0.685","0","0","0","0.3025","0.3025","0.3025","0.82","0.82","0.82","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1713","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.5275","0.5275","0.5275","0.6625","0.6625","0.6625"
"1714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.55","0.55","0.55","0","0","0"
"1715","0","0","0","0","0","0","0.82","0.82","0.82","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.73","0.73","0.73","0.55","0.55","0.55","0.82","0.82","0.82"
"1716","0","0","0","0","0","0","0.685","0.685","0.685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1717","0","0","0","0.16749999999999998","0.16749999999999998","0.16749999999999998","0.73","0.73","0.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1718","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6625","0.6625","0.6625","0","0","0","0.6625","0.6625","0.6625","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.7075","0.7075","0.7075","0","0","0","0","0","0","0","0","0"
"1719","0.73","0.73","0.73","0.7525","0.7525","0.7525","0.82","0.82","0.82","0.7525","0.7525","0.7525","0.7525","0.7525","0.7525","0.775","0.775","0.775","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0"
"1720","0","0","0","0","0","0","0.7975","0.7975","0.7975","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.7975","0.7975","0.7975","0","0","0"
"1721","0","0","0","0.91","0.91","0.91","0.91","0.91","0.91","0.8875","0.8875","0.8875","0.7525","0.7525","0.7525","0","0","0","0.55","0.55","0.55","0.91","0.91","0.91","0.91","0.91","0.91"
"1722","0","0","0","0.8875","0.8875","0.8875","0.8425","0.8425","0.8425","0","0","0","0","0","0","0","0","0","0.775","0.775","0.775","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.865","0.865","0.865"
"1723","0","0","0","0","0","0","0.595","0.595","0.595","0","0","0","0","0","0","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.7525","0.7525","0.7525","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1724","0.6625","0.6625","0.6625","0.595","0.595","0.595","0.5275","0.5275","0.5275","0.5725","0.5725","0.5725","0.595","0.595","0.595","0.5275","0.5275","0.5275","0","0","0","0","0","0","0","0","0"
"1725","0","0","0","0.3025","0.3025","0.3025","0.8875","0.8875","0.8875","0","0","0","0","0","0","0","0","0","0.7525","0.7525","0.7525","0.6625","0.6625","0.6625","0.73","0.73","0.73"
"1726","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.3025","0.3025","0.3025","0","0","0","0","0","0","0","0","0","0","0","0","0.775","0.775","0.775","0","0","0"
"1727","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.16749999999999998","0.16749999999999998","0.16749999999999998","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0","0","0","0","0","0","0","0","0","0"
"1728","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.4375","0.4375","0.4375","0","0","0","0","0","0","0","0","0","0.5725","0.5725","0.5725","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.595","0.595","0.595","0","0","0"
"1729","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.775","0.775","0.775","0.6625","0.6625","0.6625"
"1730","0.7075","0.7075","0.7075","0","0","0","0.82","0.82","0.82","0.7525","0.7525","0.7525","0.82","0.82","0.82","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0","0","0","0","0","0"
"1731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.7525","0.7525","0.7525","0.6625","0.6625","0.6625"
"1732","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.82","0.82","0.82","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325"
"1733","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5725","0.5725","0.5725","0","0","0"
"1734","0","0","0","0.7075","0.7075","0.7075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.595","0.595","0.595","0.6625","0.6625","0.6625"
"1735","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.865","0.865","0.865","0.8425","0.8425","0.8425"
"1736","0.4375","0.4375","0.4375","0.8875","0.8875","0.8875","0.73","0.73","0.73","0.8875","0.8875","0.8875","0.865","0.865","0.865","0.7525","0.7525","0.7525","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.73","0.73","0.73","0","0","0"
"1737","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.82","0.82","0.82","0","0","0","0","0","0","0","0","0","0","0","0"
"1738","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.685","0.685","0.685","0.91","0.91","0.91","0.865","0.865","0.865","0.775","0.775","0.775","0","0","0","0","0","0","0.775","0.775","0.775","0","0","0"
"1739","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.7525","0.7525","0.7525","0.82","0.82","0.82","0.7075","0.7075","0.7075","0.37","0.37","0.37","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0"
"1740","0.775","0.775","0.775","0.7975","0.7975","0.7975","0.82","0.82","0.82","0.8425","0.8425","0.8425","0.7075","0.7075","0.7075","0.6625","0.6625","0.6625","0.55","0.55","0.55","0.685","0.685","0.685","0","0","0"
"1741","0.7975","0.7975","0.7975","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.865","0.865","0.865","0.865","0.865","0.865","0.18999999999999995","0.18999999999999995","0.18999999999999995","0.6625","0.6625","0.6625","0.3025","0.3025","0.3025","0.82","0.82","0.82","0","0","0"
"1742","0.9325","0.9325","0.9325","0.82","0.82","0.82","0.9325","0.9325","0.9325","0.8875","0.8875","0.8875","0.9325","0.9325","0.9325","0","0","0","0.865","0.865","0.865","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325"
"1743","0.8875","0.8875","0.8875","0.865","0.865","0.865","0.865","0.865","0.865","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.5725","0.5725","0.5725","0.865","0.865","0.865","0.8875","0.8875","0.8875"
"1744","0","0","0","0","0","0","0.5725","0.5725","0.5725","0.7525","0.7525","0.7525","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.7525","0.7525","0.7525","0","0","0","0","0","0","0","0","0"
"1745","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.37","0.37","0.37","0.775","0.775","0.775","0.6625","0.6625","0.6625","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.73","0.73","0.73","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0"
"1746","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.5725","0.5725","0.5725","0.7075","0.7075","0.7075","0.7075","0.7075","0.7075","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.7075","0.7075","0.7075","0","0","0","0","0","0","0","0","0"
"1747","0.7525","0.7525","0.7525","0.6625","0.6625","0.6625","0.82","0.82","0.82","0.82","0.82","0.82","0.685","0.685","0.685","0.7975","0.7975","0.7975","0.5725","0.5725","0.5725","0","0","0","0","0","0"
"1748","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.7525","0.7525","0.7525","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0","0","0","0.6625","0.6625","0.6625","0","0","0","0","0","0"
"1749","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.865","0.865","0.865","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.73","0.73","0.73","0.865","0.865","0.865","0.865","0.865","0.865"
"1750","0.7975","0.7975","0.7975","0.82","0.82","0.82","0.82","0.82","0.82","0.8425","0.8425","0.8425","0.73","0.73","0.73","0.8425","0.8425","0.8425","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0","0","0"
"1751","0","0","0","0.7525","0.7525","0.7525","0.73","0.73","0.73","0.595","0.595","0.595","0","0","0","0","0","0","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0"
"1752","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3025","0.3025","0.3025","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.7975","0.7975","0.7975"
"1753","0","0","0","0.8425","0.8425","0.8425","0.6625","0.6625","0.6625","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003","0","0","0","0.73","0.73","0.73","0.8425","0.8425","0.8425","0.82","0.82","0.82"
"1754","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.8875","0.8875","0.8875","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0","0","0"
"1755","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0","0","0","0","0","0","0","0","0","0.55","0.55","0.55","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1756","0","0","0","0.775","0.775","0.775","0","0","0","0","0","0","0","0","0","0","0","0","0.775","0.775","0.775","0.865","0.865","0.865","0.7525","0.7525","0.7525"
"1757","0","0","0","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.7525","0.7525","0.7525","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0","0.775","0.775","0.775","0.82","0.82","0.82","0.7525","0.7525","0.7525"
"1759","0.7525","0.7525","0.7525","0.865","0.865","0.865","0.865","0.865","0.865","0.865","0.865","0.865","0.5725","0.5725","0.5725","0.865","0.865","0.865","0.5725","0.5725","0.5725","0.73","0.73","0.73","0","0","0"
"1760","0","0","0","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0","0","0","0","0","0","0.6625","0.6625","0.6625","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.16749999999999998","0.16749999999999998","0.16749999999999998"
"1761","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.5275","0.5275","0.5275","0.91","0.91","0.91","0.8875","0.8875","0.8875","0.91","0.91","0.91","0.8875","0.8875","0.8875"
"1762","0","0","0","0.82","0.82","0.82","0.73","0.73","0.73","0.8425","0.8425","0.8425","0.595","0.595","0.595","0.7975","0.7975","0.7975","0","0","0","0.775","0.775","0.775","0","0","0"
"1763","0","0","0","0.55","0.55","0.55","0","0","0","0.4375","0.4375","0.4375","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.73","0.73","0.73","0","0","0"
"1764","0.8875","0.8875","0.8875","0.91","0.91","0.91","0.91","0.91","0.91","0.8875","0.8875","0.8875","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.91","0.91","0.91","0.865","0.865","0.865","0.91","0.91","0.91","0.73","0.73","0.73"
"1765","0","0","0","0","0","0","0.82","0.82","0.82","0.7525","0.7525","0.7525","0.82","0.82","0.82","0.7975","0.7975","0.7975","0","0","0","0","0","0","0","0","0"
"1766","0.73","0.73","0.73","0.775","0.775","0.775","0.865","0.865","0.865","0.775","0.775","0.775","0.865","0.865","0.865","0.7975","0.7975","0.7975","0","0","0","0","0","0","0","0","0"
"1767","0","0","0","0.7525","0.7525","0.7525","0.4375","0.4375","0.4375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1768","0","0","0","0","0","0","0","0","0","0","0","0","0.09999999999999998","0.09999999999999998","0.09999999999999998","0","0","0","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.7525","0.7525","0.7525","0.6625","0.6625","0.6625"
"1769","0","0","0","0","0","0","0.775","0.775","0.775","0","0","0","0","0","0","0.5275","0.5275","0.5275","0","0","0","0.685","0.685","0.685","0","0","0"
"1770","0","0","0","0.235","0.235","0.235","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0","0","0","0","0.595","0.595","0.595","0.7075","0.7075","0.7075","0.6625","0.6625","0.6625"
"1771","0","0","0","0.685","0.685","0.685","0.5275","0.5275","0.5275","0","0","0","0","0","0","0.5725","0.5725","0.5725","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999","0","0","0"
"1772","0","0","0","0.4375","0.4375","0.4375","0.82","0.82","0.82","0","0","0","0","0","0","0","0","0","0.7975","0.7975","0.7975","0.865","0.865","0.865","0.5725","0.5725","0.5725"
"1773","0","0","0","0.7525","0.7525","0.7525","0.7975","0.7975","0.7975","0.7525","0.7525","0.7525","0.7975","0.7975","0.7975","0.7075","0.7075","0.7075","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.6625","0.6625","0.6625","0","0","0"
"1774","0","0","0","0.5725","0.5725","0.5725","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.7075","0.7075","0.7075","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.5725","0.5725","0.5725","0","0","0","0.775","0.775","0.775","0","0","0"
"1775","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.73","0.73","0.73","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.82","0.82","0.82","0.82","0.82","0.82","0","0","0","0.7525","0.7525","0.7525","0","0","0"
"1776","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.82","0.82","0.82","0.82","0.82","0.82","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0"
"1777","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0","0","0","0","0","0","0.6625","0.6625","0.6625","0.7975","0.7975","0.7975","0.7525","0.7525","0.7525"
"1778","0","0","0","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0.7975","0.7975","0.7975","0","0","0","0.7525","0.7525","0.7525","0.5725","0.5725","0.5725","0.82","0.82","0.82"
"1779","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.685","0.685","0.685","0.6625","0.6625","0.6625","0.7075","0.7075","0.7075"
"1780","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.37","0.37","0.37","0","0","0","0.5725","0.5725","0.5725","0","0","0","0","0","0","0","0","0","0","0","0"
"1781","0.775","0.775","0.775","0.82","0.82","0.82","0.82","0.82","0.82","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.6625","0.6625","0.6625","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0","0","0","0","0","0"
"1782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.82","0.82","0.82","0.865","0.865","0.865","0.8425","0.8425","0.8425"
"1783","0","0","0","0","0","0","0.73","0.73","0.73","0","0","0","0","0","0","0","0","0","0.73","0.73","0.73","0.685","0.685","0.685","0","0","0"
"1784","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.4375","0.4375","0.4375","0.7975","0.7975","0.7975","0.595","0.595","0.595","0.865","0.865","0.865","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0"
"1785","0.73","0.73","0.73","0.7975","0.7975","0.7975","0.8425","0.8425","0.8425","0.7975","0.7975","0.7975","0.8425","0.8425","0.8425","0.7975","0.7975","0.7975","0","0","0","0.685","0.685","0.685","0","0","0"
"1786","0.685","0.685","0.685","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0","0","0","0","0.7525","0.7525","0.7525","0.8425","0.8425","0.8425","0.7975","0.7975","0.7975"
"1787","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.7975","0.7975","0.7975","0.685","0.685","0.685","0.73","0.73","0.73","0.73","0.73","0.73","0","0","0","0","0","0","0","0","0"
"1788","0","0","0","0.8425","0.8425","0.8425","0.82","0.82","0.82","0","0","0","0.775","0.775","0.775","0","0","0","0.73","0.73","0.73","0.865","0.865","0.865","0.8425","0.8425","0.8425"
"1789","0","0","0","0.5275","0.5275","0.5275","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.7525","0.7525","0.7525","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.82","0.82","0.82","0.865","0.865","0.865","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"1790","0","0","0","0.6625","0.6625","0.6625","0.7075","0.7075","0.7075","0","0","0","0","0","0","0","0","0","0","0","0","0.6625","0.6625","0.6625","0","0","0"
"1791","0.595","0.595","0.595","0.7075","0.7075","0.7075","0.82","0.82","0.82","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.73","0.73","0.73","0.6625","0.6625","0.6625","0","0","0","0","0","0","0","0","0"
"1792","0.7975","0.7975","0.7975","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.8425","0.8425","0.8425","0","0","0","0.6625","0.6625","0.6625","0","0","0"
"1793","0.865","0.865","0.865","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0","0","0","0.7975","0.7975","0.7975","0","0","0"
"1794","0.595","0.595","0.595","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425","0.82","0.82","0.82","0.235","0.235","0.235","0.8425","0.8425","0.8425","0","0","0","0.82","0.82","0.82","0","0","0"
"1795","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.7075","0.7075","0.7075","0.7975","0.7975","0.7975","0.2799999999999999","0.2799999999999999","0.2799999999999999"
"1796","0.7075","0.7075","0.7075","0","0","0","0.6625","0.6625","0.6625","0","0","0","0","0","0","0.775","0.775","0.775","0.6625","0.6625","0.6625","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0"
"1797","0.6625","0.6625","0.6625","0.82","0.82","0.82","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.7525","0.7525","0.7525","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.5275","0.5275","0.5275","0","0","0","0.5725","0.5725","0.5725","0","0","0"
"1798","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.7075","0.7075","0.7075","0","0","0","0","0","0","0","0","0","0.595","0.595","0.595","0.7075","0.7075","0.7075","0.18999999999999995","0.18999999999999995","0.18999999999999995"
"1799","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0"
